r,theta,phi
6887.512110000001,123.8518941,67.4139932
6887.8898,127.64214150000001,67.3899191
6888.23344,131.4311765,67.3902164
6888.54425,135.2188941,67.42164009999999
6888.823560000001,139.0051463,67.49335529999999
6889.07287,142.78971719999998,67.6181696
6889.29381,146.57228229999998,67.8145957
6889.488060000001,150.3523371,68.11048319999999
6889.65726,154.1290618,68.5498095
6889.8029400000005,157.9010492,69.2063704
6889.92649,161.665698,70.2141699
6890.02916,165.4176756,71.8440829
6890.1120200000005,169.1442342,74.7352817
6890.1758500000005,172.8062418,80.81101489999999
6890.22134,176.2123024,98.87013549999999
6890.24896,177.6264028,170.40293549999998
6890.25883,174.939283,-144.5034993
6890.2507000000005,171.3815283,-133.41631619999998
6890.22407,167.6858523,-129.0028973
6890.17807,163.94708839999998,-126.72794929999999
6890.1116,160.1894553,-125.3895663
6890.02338,156.421799,-124.5417516
6889.91187,152.64808069999998,-123.982136
6889.775350000001,148.8703216,-123.6058499
6889.61197,145.0896498,-123.3531635
6870.16838,16.030528099999998,-120.77585479999999
6869.88192,12.27000240000001,-118.4736966
6869.66574,8.553311000000008,-113.9802637
6869.521640000001,4.979956200000004,-102.5484049
6869.45074,2.340505500000006,-55.282412099999995
6869.453560000001,3.8980119,14.8093379
6869.52993,7.345050499999999,32.0652605
6869.67903,11.03371340000001,37.9481185
6869.89944,14.784166200000001,40.7657569
6870.1891000000005,18.558898900000003,42.3593903
6870.545230000001,22.345511799999997,43.3463396
6870.964400000001,26.1387359,43.989659599999996
6871.44261,29.935945100000005,44.4199714
6871.9754,33.735676000000005,44.7094029
6872.55792,37.5370403,44.9010252
6873.185,41.3394618,45.0221576
6873.85116,45.1425457,45.090984899999995
6874.55054,48.946007900000005,45.120101999999996
6875.27699,52.7496339,45.118531499999996
6876.02446,56.553254700000004,45.0929307
6876.787179999999,60.3567344,45.0483422
6877.55937,64.1599617,44.9886803
6878.33524,67.9628421,44.917057299999996
6879.10926,71.7652935,44.8360078
6879.87617,75.5672439,44.747647799999996
6880.631060000001,79.3686285,44.65379
6881.3695,83.1693889,44.5560313
6882.087570000001,86.9694726,44.4558221
6882.78178,90.7688325,44.3545235
6883.44909,94.5674255,44.253458099999996
6884.08688,98.365212,44.1539564
6884.692929999999,102.1621549,44.0574048
6885.26549,105.95821839999999,43.9652971
6885.80328,109.7533674,43.8792949
6886.30545,113.5475661,43.801302199999995
6886.77168,117.3407762,43.7335608
6887.20205,121.1329552,43.6787791
6887.59694,124.9240527,43.6403099
6887.957060000001,128.7140049,43.6224018
6888.2834299999995,132.50272760000001,43.6305694
6888.5773,136.2901051,43.672151899999996
6888.84016,140.0759729,43.7571874
6889.07361,143.86009,43.899831
6889.27933,147.6420906,44.1207619
6889.45907,151.421399,44.4514876
6889.6145,155.1970672,44.942553
6889.74715,158.9674365,45.680504
6889.85833,162.72936140000002,46.826780199999995
6889.94925,166.4761497,48.7202877
6890.02094,170.1908479,52.207811899999996
6890.07423,173.8158633,60.0935268
6890.10971,177.00627559999998,87.3380865
6890.1278,177.10630659999998,167.1991208
6890.128549999999,173.96044899999998,-163.77641939999998
6890.11171,170.3422638,-155.5652161
6890.07678,166.6297421,-151.9768358
6890.022910000001,162.88401069999998,-150.0402297
6889.94904,159.12277039999998,-148.8717699
6889.85372,155.35294340000002,-148.1209501
6889.735299999999,151.5777645,-147.6217752
6889.59195,147.7989325,-147.28562159999998
6870.0978,14.959471300000004,-144.0208334
6869.83214,11.207488600000005,-141.2874953
6869.63712,7.514096199999997,-135.6396801
6869.51439,4.04358040000001,-119.4348617
6869.4648799999995,2.2970961999999986,-52.132673499999996
6869.4888900000005,4.820892299999997,-1.5342917999999999
6869.58603,8.381140299999998,10.527509
6869.75521,12.0947496,15.1831809
6869.99471,15.854242600000006,17.5477563
6870.30221,19.63318910000001,18.9274663
6870.67482,23.4220749,19.7971012
6871.10909,27.216641700000004,20.3693299
6871.601070000001,31.0146912,20.753388599999997
6872.14623,34.8149664,21.011094099999998
6872.73952,38.6166892,21.1800556
6873.375480000001,42.4193458,21.2844826
6874.04838,46.2225776,21.3406847
6874.75234,50.0261222,21.360073
6875.481589999999,53.8297793,21.350893499999998
6876.23037,57.6333925,21.319275599999997
6876.99276,61.4368355,21.2698958
6877.762890000001,65.2400021,21.2064102
6878.53507,69.04280130000001,21.1317456
6879.3039100000005,72.8451539,21.0483019
6880.06434,76.6469899,20.958096899999997
6880.811600000001,80.44824679999999,20.8628721
6881.54141,84.2488681,20.7641748
6882.24993,88.0488026,20.663423599999998
6882.93381,91.848004,20.5619625
6883.59009,95.6464308,20.4611101
6884.21612,99.4440443,20.3622062
6884.809679999999,103.2408072,20.2666604
6885.36913,107.03668329999999,20.1760061
6885.8934,110.8316369,20.0919642
6886.38183,114.6256318,20.0165228
6886.83423,118.4186286,19.9520406
6887.25082,122.21058239999999,19.9013875
6887.63227,126.0014387,19.8681391
6887.97958,129.7911292,19.8568571
6888.29397,133.5795628,19.8735039
6888.5768,137.3666129,19.9260746
6888.82958,141.15209720000001,20.0255953
6889.053900000001,144.9357454,20.1877626
6889.25147,148.7171432,20.4357656
6889.42399,152.4956312,20.8054172
6889.57309,156.2701061,21.3551499
6889.70026,160.0385988,22.1872309
6889.80677,163.797268,23.498156599999998
6889.89366,167.53758979999998,25.718284399999998
6889.9618900000005,171.2364687,29.9960351
6890.01221,174.80517229999998,40.5916607
6890.04512,177.577598,83.0522647
6890.060890000001,176.3335517,156.6215005
6890.05945,172.9494292,175.6821487
6890.0405,169.2914546,-178.0334526
6890.00343,165.56622959999999,-175.07128269999998
6889.94736,161.8148833,-173.4096988
6889.87112,158.050637,-172.38529029999998
6889.77321,154.278977,-171.7190504
6889.65192,150.5025665,-171.273654
6889.505480000001,146.722841,-170.9737513
6870.05188,13.888693400000008,-167.17409849999999
6869.80484,10.147774600000005,-163.88598059999998
6869.6286900000005,6.487761000000006,-156.6015002
6869.52492,3.1999812000000105,-132.4011558
6869.49433,2.7250137999999993,-52.997212399999995
6869.53701,5.800799500000011,-20.337832
6869.65236,9.429224500000004,-11.517056499999999
6869.839120000001,13.16082320000001,-7.7545889
6870.09534,16.927424400000007,-5.7485753
6870.418390000001,20.709849200000008,-4.5466527
6870.80516,24.5006705,-3.7776408999999997
6871.252020000001,28.2964069,-3.2677329999999998
6871.75482,32.095202,-2.9248654999999997
6872.30897,35.895967600000006,-2.6957475
6872.90944,39.6980166,-2.5473874999999997
6873.55091,43.500888100000004,-2.4582509
6874.22775,47.3042567,-2.4136634
6874.93411,51.1078817,-2.403259
6875.66404,54.911577900000005,-2.4194842999999997
6876.4116,58.7151978,-2.4566808
6877.1709900000005,62.5186203,-2.510501
6877.936610000001,66.3217443,-2.5775229
6878.70295,70.1244835,-2.6549880999999997
6879.464650000001,73.926762,-2.7406191
6880.21667,77.7285125,-2.8324879
6880.95431,81.5296744,-2.9289164
6881.67329,85.3301924,-3.0284003
6882.36987,89.1300162,-3.1295477999999997
6883.04078,92.9291002,-3.2310266999999997
6883.6831600000005,96.7274024,-3.3315175
6884.29472,100.5248832,-3.4296656999999997
6884.873640000001,104.3215056,-3.5240324999999997
6885.41859,108.1172339,-3.6130381
6885.928690000001,111.9120324,-3.694895
6886.403490000001,115.7058638,-3.7675218999999998
6886.84298,119.4986873,-3.8284316
6887.24754,123.29045550000001,-3.8745776
6887.6179,127.0811104,-3.9021382
6887.95507,130.870578,-3.9062040999999996
6888.26028,134.6587577,-3.8803126999999997
6888.534890000001,138.44550909999998,-3.8157303999999996
6888.78042,142.2306284,-3.7003081
6888.99845,146.013811,-3.5165770999999997
6889.19069,149.7945854,-3.2384247
6889.35889,153.572192,-2.824935
6889.504640000001,157.3453395,-2.2081239999999998
6889.6293399999995,161.111671,-1.2661422
6889.73416,164.8664405,0.24290029999999999
6889.82013,168.5986037,2.8746552999999997
6889.888190000001,172.275783,8.229323599999999
6889.93897,175.7533101,23.0929082
6889.9728,177.7414812,85.6249158
6889.98979,175.4325585,141.1598788
6889.9897599999995,171.9181376,154.3122388
6889.97231,168.2327565,159.2546403
6889.93672,164.4977374,161.73283329999998
6889.88194,160.74178619999998,163.1690779
6889.80665,156.97497729999998,164.0710667
6889.70926,153.2017141,164.66362719999998
6889.5880099999995,149.4242076,165.0613397
6889.441100000001,145.6436783,165.3286747
6870.333310000001,16.5829516,167.6770761
6870.03362,12.8187018,169.7881348
6869.80298,9.092428300000009,173.8059078
6869.6434500000005,5.4824707000000075,-176.4911338
6869.556320000001,2.545098100000004,-138.7788795
6869.542219999999,3.454564000000005,-61.7708033
6869.601070000001,6.813773400000002,-40.610021499999995
6869.73211,10.486061200000009,-33.9186604
6869.93386,14.231033199999999,-30.825447699999998
6870.20419,18.003312300000005,-29.1079439
6870.5403,21.788631199999998,-28.055362499999998
6870.93887,25.581103499999998,-27.373309
6871.396049999999,29.377853100000003,-26.9183414
6871.90757,33.177300300000006,-26.612318
6872.4687300000005,36.9784975,-26.4090493
6873.07444,40.7808359,-26.2794699
6873.71922,44.5839003,-26.2043578
6874.397390000001,48.3873934,-26.170471799999998
6875.103190000001,52.1910922,-26.168370499999998
6875.83083,55.9948235,-26.1911174
6876.574600000001,59.798448500000006,-26.2334775
6877.32884,63.6018531,-26.2913997
6878.08795,67.4049408,-26.361674299999997
6878.84646,71.2076285,-26.4416963
6879.5991,75.0098426,-26.529299899999998
6880.341020000001,78.811517,-26.6226368
6881.06778,82.6125928,-26.720085599999997
6881.77527,86.4130166,-26.8201803
6882.45982,90.2127389,-26.9215518
6883.1183200000005,94.0117139,-27.022876699999998
6883.7482199999995,97.8098994,-27.1228303
6884.34743,101.6072564,-27.2200396
6884.9142999999995,105.4037478,-27.313032099999997
6885.44762,109.1993372,-27.400176799999997
6885.946650000001,112.99398790000001,-27.479612099999997
6886.41108,116.7876615,-27.5491539
6886.84095,120.5803153,-27.6061727
6887.236650000001,124.3718988,-27.647425199999997
6887.5989500000005,128.162349,-27.668814899999997
6887.9289100000005,131.9515843,-27.6650434
6888.22784,135.7394938,-27.629085399999997
6888.497219999999,139.5259211,-27.5513722
6888.73858,143.3106384,-27.418474
6888.953520000001,147.0933016,-27.2108788
6889.1436,150.87337259999998,-26.8990527
6889.31041,154.649971,-26.436001299999997
6889.45552,158.4215741,-25.7420957
6889.580390000001,162.1853351,-24.670863
6889.68623,165.93531639999998,-22.9208313
6889.77401,169.65692860000001,-19.7610606
6889.8445,173.3032144,-12.8906233
6889.89821,176.6215677,9.048788499999999
6889.9353,177.41608300000001,86.4681063
6889.9557,174.4651849,122.8651714
6889.959110000001,170.87382300000002,132.3824208
6889.94499,167.1688686,136.3573285
6889.91251,163.4261937,138.4547497
6889.86048,159.6664639,139.7045044
6889.787429999999,155.8974943,140.50183959999998
6889.69174,152.1228606,141.0299964
6889.57159,148.3444135,141.3853591
6870.26469,15.508774000000003,144.4044056
6869.973650000001,11.75220490000001,146.901399
6869.75234,8.045844500000001,151.9055484
6869.602650000001,4.515497800000006,165.3617175
6869.5257599999995,2.253735000000006,-137.3884819
6869.5221200000005,4.336589200000006,-76.22145929999999
6869.591530000001,7.84667180000001,-61.8205184
6869.73312,11.54865550000001,-56.589188799999995
6869.945310000001,15.3038497,-54.007584599999994
6870.22588,19.080788100000007,-52.5242734
6870.571980000001,22.868610700000005,-51.5974706
6870.98021,26.662581200000005,-50.9904696
6871.4466600000005,30.460296800000002,-50.5837347
6871.9669699999995,34.260400600000004,-50.3104514
6872.53636,38.0620611,-50.130351399999995
6873.1496400000005,41.864733900000004,-50.017705899999996
6873.80137,45.668041800000005,-49.955287299999995
6874.48593,49.4717107,-49.9311041
6875.19761,53.2755332,-49.9365294
6875.9306400000005,57.079346900000004,-49.9651748
6876.6792000000005,60.883019700000006,-50.0121839
6877.43757,64.6864418,-50.0737734
6878.2002,68.4895193,-50.146925599999996
6878.961730000001,72.29217080000001,-50.229174799999996
6879.71709,76.0943241,-50.3184561
6880.46157,79.8959151,-50.412993799999995
6881.19079,83.6968861,-50.5112168
6881.90067,87.4971844,-50.6116919
6882.587560000001,91.2967613,-50.713066999999995
6883.248320000001,95.0955712,-50.814022699999995
6883.88036,98.8935721,-50.9132247
6884.48156,102.6907246,-51.009276299999996
6885.050270000001,106.4869909,-51.1006655
6885.58531,110.2823336,-51.185702799999994
6886.08601,114.0767149,-51.262443999999995
6886.552070000001,117.8700945,-51.3285913
6886.98357,121.6624271,-51.3813591
6887.3810300000005,125.4536586,-51.4172881
6887.74535,129.2437215,-51.4319795
6888.07771,133.0325272,-51.419703999999996
6888.37943,136.8199545,-51.372807599999994
6888.65197,140.6058303,-51.2807801
6888.89674,144.3899,-51.1287315
6889.11516,148.1717744,-50.894790199999996
6889.308660000001,151.9508368,-50.5454126
6889.47872,155.7260642,-50.0263445
6889.62687,159.4956511,-49.2437007
6889.75451,163.2561297,-48.019835699999994
6889.86282,166.9999742,-45.9741679
6889.9528,170.7075012,-42.1255366
6890.02512,174.3078707,-33.0457302
6890.08013,177.3268964,0.8517661
6890.11789,176.7468041,79.43496739999999
6890.13813,173.4644845,102.88697409999999
6890.140350000001,169.82475269999998,110.05565469999999
6890.123820000001,166.1055987,113.3139762
6890.08759,162.35703999999998,115.1077438
6890.03041,158.5943626,116.2020604
6889.95078,154.8237292,116.9096026
6889.847070000001,151.0480752,117.3813687
6889.7175099999995,147.2689619,117.69909539999999
6870.12819,14.44055010000001,121.2154351
6869.854780000001,10.693725700000002,124.2025364
6869.65211,7.015208600000008,130.5745651
6869.521860000001,3.6201057000000105,150.1369656
6869.46499,2.456465300000005,-135.1213195
6869.48181,5.291654300000005,-93.9739635
6869.5719500000005,8.888613700000008,-83.6550335
6869.7344,12.611532100000005,-79.462139
6869.96749,16.374653800000004,-77.279204
6870.268940000001,20.155388799999997,-75.9881745
6870.635969999999,23.945300000000003,-75.1681263
6871.06519,27.740523200000005,-74.6262897
6871.55259,31.5390309,-74.2621249
6872.093650000001,35.339648700000005,-74.0180961
6872.68337,39.141642100000006,-73.8588963
6873.3163700000005,42.9445223,-73.7616424
6873.98696,46.747945300000005,-73.7108312
6874.6893,50.5516579,-73.6955653
6875.41755,54.3554661,-73.70793739999999
6876.16588,58.1592166,-73.7420471
6876.92846,61.9627847,-73.79337679999999
6877.69948,65.766066,-73.8583835
6878.4732300000005,69.5689712,-73.9342217
6879.24417,73.3714226,-74.0185501
6880.007060000001,77.1733505,-74.10939309999999
6880.757009999999,80.9746932,-74.205038
6881.48943,84.7753945,-74.3039567
6882.20016,88.5754022,-74.4047417
6882.88571,92.3746678,-74.50605259999999
6883.54323,96.1731476,-74.60656809999999
6884.17032,99.9708019,-74.7049387
6884.76491,103.7675929,-74.7997385
6885.32551,107.56348299999999,-74.8894091
6885.851350000001,111.3584353,-74.9721959
6886.342009999999,115.15241280000001,-75.0460645
6886.797390000001,118.9453753,-75.1085923
6887.217799999999,122.73727629999999,-75.1568218
6887.60387,126.5280597,-75.1870558
6887.95651,130.3176536,-75.1945612
6888.27687,134.105962,-75.1731302
6888.56627,137.89285089999998,-75.11440759999999
6888.826230000001,141.67812709999998,-75.0068221
6889.05837,145.4615038,-74.83382139999999
6889.26434,149.2425392,-74.5708133
6889.44575,153.02052559999998,-74.1795528
6889.60411,156.7942689,-73.5970957
6889.74082,160.5616154,-72.7120247
6889.85713,164.3183005,-71.3069273
6889.95421,168.0546498,-68.8948238
6890.0330300000005,171.74346930000002,-64.1291372
6890.09425,175.2727765,-51.694075
6890.13816,177.7160271,0.364098
6890.16473,175.9039038,66.0335154
6890.17358,172.44811049999998,81.8547839
6890.16402,168.77602910000002,87.4350745
6890.13516,165.0460292,90.1503645
6890.085929999999,161.2925731,91.699135
6890.01501,157.52724669999998,92.6631144
6889.920950000001,153.7549858,93.2934054
6889.80217,149.97822689999998,93.7157739
6889.65691,146.1982985,94.00009709999999
6880.72469,79.3212336,-121.6928914
6881.45763,83.1218883,-121.79057929999999
6882.1700200000005,86.9218787,-121.890732
6882.85816,90.7211568,-121.9919875
6883.51884,94.5196787,-122.09302339999999
6884.14938,98.3174032,-122.1925095
6884.747600000001,102.1142923,-122.2890606
6885.31183,105.9103092,-122.3811843
6885.84092,109.7054181,-122.4672212
6886.3342,113.499583,-122.54527039999999
6886.791480000001,117.2927655,-122.61309419999999
6887.21294,121.0849231,-122.66798999999999
6887.59916,124.87600520000001,-122.70661399999999
6887.951,128.6659484,-122.72472979999999
6888.26959,132.4546692,-122.7168399
6888.55625,136.2420527,-122.6756296
6888.81245,140.0279354,-122.59109819999999
6889.0398,143.8120769,-122.4491491
6889.23999,147.594113,-122.2291987
6889.41478,151.3734701,-121.8999035
6889.56591,155.1492049,-121.4110183
6889.6950099999995,158.9196696,-120.67658979999999
6889.80353,162.68174349999998,-119.53648419999999
6889.89266,166.42879929999998,-117.65513229999999
6889.96338,170.1440928,-114.1963749
6890.01645,173.7710228,-106.4041092
6890.052360000001,176.9739498,-79.6754346
6890.07128,177.135213,0.0999603
6890.07308,174.0041857,29.6999946
6890.05726,170.38819389999998,38.017579399999995
6890.02304,166.67628200000001,41.6390968
6889.96941,162.9307607,43.5899936
6889.8952,159.1695846,44.7658908
6889.79905,155.3997569,45.521079
6889.679480000001,151.6245442,46.0230446
6889.5348300000005,147.8456598,46.3610937
6870.12057,15.003940200000002,49.6094407
6869.86054,11.251596200000009,52.3231536
6869.67097,7.557130100000009,57.9157303
6869.55347,4.081261100000006,73.87268999999999
6869.50905,2.289060500000005,140.4143538
6869.53809,4.781249400000007,-168.136435
6869.64025,8.337746899999999,-155.90385999999998
6869.81458,12.050369099999998,-151.2040008
6870.059429999999,15.809424700000008,-148.8222252
6870.37244,19.58810650000001,-147.4341074
6870.7505200000005,23.376797600000003,-146.5597384
6871.18987,27.171202300000004,-145.9845766
6871.68625,30.969104900000005,-145.5985705
6872.23512,34.769238800000004,-145.3395037
6872.8315600000005,38.5708203,-145.1695523
6873.47037,42.373332600000005,-145.06438269999998
6874.146100000001,46.1764163,-145.00760929999998
6874.85311,49.97981,-144.987773
6875.58554,53.7833156,-144.9965963
6876.33744,57.586777500000004,-145.0279273
6877.1028,61.3900694,-145.0770737
6877.875690000001,65.1930855,-145.1403685
6878.6504,68.9957354,-145.21487729999998
6879.421469999999,72.7979403,-145.2981944
6880.183730000001,76.5996312,-145.3882981
6880.93234,80.4007464,-145.4834434
6881.66284,84.2012302,-145.5820802
6882.37121,88.0010319,-145.6827885
6883.053900000001,91.8001046,-145.78422279999998
6883.7079,95.5984052,-145.8850641
6884.33078,99.3958933,-145.9839726
6884.92064,103.1925318,-146.0795394
6885.47605,106.9882852,-146.1702331
6885.99601,110.7831184,-146.25433569999998
6886.48,114.5769956,-146.3298634
6886.927900000001,118.3698784,-146.3944631
6887.3399500000005,122.1617225,-146.4452732
6887.716770000001,125.9524744,-146.4787287
6888.05929,129.7420658,-146.490283
6888.3687199999995,133.5304057,-146.4739947
6888.64646,137.3173677,-146.4218998
6888.8940600000005,141.1027707,-146.323019
6889.113179999999,144.88634589999998,-146.16172889999999
6889.3055300000005,148.66768159999998,-145.9149613
6889.472839999999,152.4461223,-145.5471129
6889.61687,156.220572,-145.0001403
6889.73925,159.9890771,-144.1725655
6889.84146,163.7478322,-142.8696884
6889.924660000001,167.4884108,-140.6659738
6889.9897,171.18805379999998,-136.4295922
6890.03721,174.759866,-125.9858835
6890.06751,177.5582773,-84.3802446
6890.08067,176.3726553,-10.2145713
6890.076480000001,172.99671510000002,9.2029562
6890.0544,169.3403018,15.562706599999999
6890.01362,165.6155966,18.5509557
6889.953060000001,161.8644707,20.2244359
6889.87153,158.1003258,21.255242799999998
6889.76774,154.3287097,21.9253182
6889.64013,150.5523099,22.3731966
6889.486980000001,146.7725737,22.674799399999998
6869.99214,13.93448930000001,26.451967699999997
6869.75029,10.192972100000006,29.7136225
6869.57938,6.53121680000001,36.9157787
6869.48094,3.233122300000005,60.6822702
6869.45585,2.699475100000001,139.84743269999998
6869.5043399999995,5.758434100000002,173.1382529
6869.6259,9.384544300000002,-177.9293951
6869.819350000001,13.115478800000005,-174.1338112
6870.0828,16.881797300000002,-172.1139454
6870.41371,20.664065500000007,-170.90497059999998
6870.80891,24.454779900000005,-170.1318878
6871.26462,28.2504299,-169.6194156
6871.7765,32.0491454,-169.27482609999998
6872.33981,35.8498308,-169.0444938
6872.94945,39.651794800000005,-168.8952443
6873.60007,43.4545741,-168.80543649999998
6874.28609,47.257841500000005,-168.76033139999998
6875.00179,51.061356100000005,-168.74952059999998
6875.74133,54.8649335,-168.7654221
6876.4987599999995,58.6684279,-168.8023576
6877.26808,62.4717197,-168.8559654
6878.04333,66.2747081,-168.9228134
6878.818810000001,70.0773059,-169.0001366
6879.589150000001,73.8794365,-169.0856527
6880.34933,77.6810327,-169.17742959999998
6881.09468,81.4820343,-169.2737861
6881.82096,85.2823867,-169.37321599999999
6882.524350000001,89.0820406,-169.4743267
6883.2015,92.8809505,-169.5757861
6883.84954,96.6790748,-169.6762751
6884.46608,100.4763747,-169.7744406
6885.04922,104.2728136,-169.86884619999998
6885.59754,108.0683558,-169.95791599999998
6886.110100000001,111.8629656,-170.03986659999998
6886.5864599999995,115.656606,-170.112622
6887.02657,119.4492366,-170.1737019
6887.43079,123.2408107,-170.2200684
6887.79983,127.03127119999999,-170.2479119
6888.13474,130.82054399999998,-170.25233989999998
6888.43683,134.6085295,-170.226915
6888.70763,138.3950881,-170.1629409
6888.94884,142.1800182,-170.04832589999998
6889.1622,145.9630181,-169.86569269999998
6889.349480000001,149.7436212,-169.58908019999998
6889.512390000001,153.5210744,-169.17784079999998
6889.65256,157.294097,-168.5644991
6889.77157,161.0603535,-167.62826239999998
6889.8708,164.8151497,-166.1297376
6889.95133,168.54758759999999,-163.520354
6890.01392,172.2258434,-158.22656619999998
6890.05905,175.70885909999998,-143.6217489
6890.08692,177.7452945,-82.0477181
6890.09748,175.4783143,-25.5109022
6890.09046,171.96878959999998,-12.1350372
6890.065280000001,168.28461199999998,-7.1374317
6890.021049999999,164.5500822,-4.6383842
6889.95664,160.7943896,-3.1921651
6889.87078,157.0277394,-2.2846601
6889.762110000001,153.2545815,-1.6887355
6889.62904,149.4771465,-1.2888224
6889.46979,145.6966638,-1.0199704
6870.16661,16.6310199,1.3129298999999999
6869.86918,12.8662803,3.4092678999999997
6869.64113,9.139093099999997,7.390778
6869.48459,5.526304300000007,16.9657198
6869.40099,2.5680260000000033,53.9410604
6869.3911100000005,3.418860500000008,131.3635069
6869.45498,6.7691884999999985,152.9123308
6869.59198,10.440013800000003,159.68137579999998
6869.8007099999995,14.184591699999999,162.8005864
6870.079110000001,17.956757800000005,164.5297051
6870.42446,21.742061800000002,165.58843829999998
6870.8334,25.534557399999997,166.2741309
6871.302009999999,29.331343800000006,166.7314237
6871.82593,33.1308288,167.0390185
6872.4004,36.932058000000005,167.243395
6873.02033,40.7344178,167.37378099999998
6873.6803,44.537490000000005,167.44949499999998
6874.37471,48.340975900000004,167.48383869999998
6875.09778,52.1446522,167.48629269999998
6875.8436,55.9483464,167.4638201
6876.60619,59.7519197,167.421674
6877.379629999999,63.5552579,167.3639174
6878.158100000001,67.3582641,167.2937685
6878.93594,71.1608547,167.2138381
6879.70775,74.9629558,167.1262964
6880.46849,78.7645016,167.0329947
6881.21354,82.5654329,166.9355568
6881.93872,86.3656965,166.8354503
6882.640270000001,90.1652436,166.73404499999998
6883.31492,93.9640299,166.6326643
6883.95985,97.76201449999999,166.532632
6884.572700000001,101.5591591,166.43532019999998
6885.15157,105.3554267,166.3422003
6885.69516,109.150781,166.2549012
6886.20266,112.9451852,166.1752803
6886.67379,116.7386012,166.1055163
6887.1087,120.5309871,166.0482305
6887.50792,124.32229369999999,166.006655
6887.87229,128.1124602,165.9848707
6888.20295,131.9014068,165.9881537
6888.50126,135.6890248,166.0234973
6888.768730000001,139.4751604,166.1004226
6889.00699,143.2595883,166.23228659999998
6889.217799999999,147.04196819999999,166.43848559999998
6889.40296,150.82176809999999,166.74836009999999
6889.56414,154.59811789999998,167.20855939999998
6889.70292,158.3695108,167.8980485
6889.82078,162.1331311,168.96188229999998
6889.91898,165.8831155,170.69805069999998
6889.99852,169.6050962,173.8270034
6890.06009,173.2530544,-179.3940632
6890.10411,176.5818825,-157.9072397
6890.13067,177.4430434,-80.91921289999999
6890.139679999999,174.5151182,-43.698789399999995
6890.130770000001,170.9268367,-34.0391034
6890.10333,167.2228293,-30.0239765
6890.05641,163.4806126,-27.910312599999997
6889.98883,159.72116540000002,-26.652521399999998
6889.89925,155.9523935,-25.850667299999998
6889.78609,152.177906,-25.3197393
6889.64759,148.3995689,-24.9625687
6889.48199,144.6184336,-24.7232625
6870.044440000001,15.557005200000006,-21.9653614
6869.76025,11.799778900000007,-19.4878809
6869.54634,8.092115300000003,-14.5350738
6869.40462,4.557032399999997,-1.2861452
6869.33636,2.2560572000000008,55.0548031
6869.34213,4.295734199999998,117.1107579
6869.42183,7.801108200000002,131.7398648
6869.574640000001,11.502203199999997,137.0244079
6869.79902,15.257174700000007,139.62539759999999
6870.09273,19.034078300000004,141.117731
6870.45292,22.82193120000001,142.04940249999999
6870.8760600000005,26.615954600000002,142.6592996
6871.35808,30.413728300000002,143.06787749999998
6871.89442,34.2138867,143.342391
6872.48016,38.0155935,143.5233403
6873.110009999999,41.818301600000005,143.6365851
6873.7784,45.6216328,143.6994315
6874.47955,49.4253124,143.72391969999998
6875.20763,53.2291331,143.7187083
6875.956730000001,57.0329324,143.6902078
6876.72092,60.836579400000005,143.64329
6877.49428,64.6399648,143.5817491
6878.271060000001,68.4429954,143.508611
6879.04571,72.2455903,143.426347
6879.813,76.04767770000001,143.3370267
6880.56812,79.8491937,143.2424289
6881.306600000001,83.6500815,143.144127
6882.024270000001,87.4502889,143.043556
6882.71746,91.2497678,142.9420683
6883.38296,95.0484738,142.8409839
6884.01808,98.8463649,142.7416365
6884.62077,102.64340179999999,142.645422
6885.189520000001,106.4395471,142.55385049999998
6885.7233,110.2347647,142.468609
6886.221560000001,114.0290176,142.3916375
6886.6842400000005,117.8222667,142.32522799999998
6887.11163,121.6144686,142.2721583
6887.50432,125.4055712,142.2358764
6887.863230000001,129.1955089,142.2207654
6888.18955,132.9841945,142.2325316
6888.48468,136.7715086,142.27879439999998
6888.75004,140.55727960000002,142.3700137
6888.98717,144.3412544,142.5210017
6889.197700000001,148.1230463,142.7535053
6889.3832999999995,151.902044,143.10085669999998
6889.545679999999,155.6772338,143.6169266
6889.68637,159.44682799999998,144.3948426
6889.80677,163.20739429999998,145.6105799
6889.90805,166.9514973,147.6404162
6889.991150000001,170.6597483,151.4515347
6890.056610000001,174.26275099999998,160.4061213
6890.10471,177.3006957,-166.3891693
6890.13545,176.78309259999997,-87.50733749999999
6890.14864,173.51137740000001,-63.5992774
6890.14382,169.873362,-56.3444502
6890.12025,166.1547306,-53.058634899999994
6890.07683,162.4063809,-51.2530041
6890.01222,158.6437929,-50.1525804
6889.92489,154.8731902,-49.4415133
6889.81312,151.0975322,-48.967544
6889.67512,147.3183923,-48.6483578
6870.11262,14.485778800000006,-45.162413
6869.84431,10.738373199999998,-42.2008315
6869.64628,7.058267700000002,-35.9011119
6869.5203,3.655208799999997,-16.6751169
6869.46745,2.4370243999999985,57.558419699999995
6869.48811,5.249365600000004,99.48487399999999
6869.58201,8.843685300000004,109.9361198
6869.74817,12.565935100000004,114.1641258
6869.9849,16.328791100000004,116.3606099
6870.289900000001,20.1093865,117.65807699999999
6870.66018,23.899208400000006,118.4816005
6871.09225,27.694365100000006,119.02547849999999
6871.58205,31.492818400000004,119.3909152
6872.12491,35.293389000000005,119.6357709
6872.71578,39.09534,119.7955247
6873.34926,42.898181,119.89315819999999
6874.019740000001,46.701568200000004,119.9442328
