Br,Btheta,Blambda
5301.3356,-31289.553600000003,-1332.1501
10289.113000000001,-30534.8571,-1627.7466000000002
15059.200700000001,-29410.116700000002,-1967.0744000000002
19521.083300000002,-27951.097100000003,-2355.8819000000003
23596.75,-26214.725700000003,-2798.6702
27228.425000000003,-24268.3839,-3292.0217000000002
30385.2347,-22193.209300000002,-3835.0866
33066.1438,-20064.9231,-4423.1012
35296.1534,-17952.794400000002,-5048.2906
37120.0879,-15910.6157,-5702.462500000001
38593.8488,-13973.1183,-6371.6365000000005
39775.928100000005,-12157.481300000001,-7046.0919
40721.8632,-10463.6744,-7709.3342
41478.3081,-8881.1784,-8342.689
42080.9377,-7393.8626,-8929.845000000001
42558.586,-5976.9299,-9456.321100000001
42922.569200000005,-4587.5685,-9925.9182
43170.4502,-3256.3293000000003,-10322.1775
43339.6448,-1959.4316000000001,-10546.6847
43442.941,-685.7265,-10644.101200000001
43463.878000000004,659.3164,-10674.852700000001
43410.2197,2151.713,-10511.3809
43280.239,3879.2798000000003,-10080.7258
43059.6759,6222.5631,-8966.089600000001
42708.672900000005,10139.282500000001,-4609.1431
42205.638900000005,5509.0976,10039.3897
41514.4485,-2172.9044,11718.4001
40604.370200000005,-5393.3127,11279.9233
39448.6083,-7547.2622,10819.0087
38057.9914,-9268.4228,10396.730300000001
36462.4738,-10723.073400000001,9993.0578
34711.972200000004,-11964.1718,9595.073400000001
32855.5355,-13022.423200000001,9188.9868
30939.049300000002,-13928.4135,8777.2484
-46023.4335,-1718.3945,-393.15250000000003
-45882.223000000005,-994.0113,-836.8580000000001
-45766.7874,-645.1038,-1299.0585
-45686.8522,-1836.7666000000002,-826.577
-45661.5207,-2592.1612,961.6864
-45666.668600000005,-3255.6108000000004,1596.7203000000002
-45659.5714,-4166.229600000001,1973.8665
-45591.9966,-5239.2407,2367.8281
-45408.6456,-6542.5074,2457.5545
-45045.442800000004,-7978.1297,2574.9458
-44470.3363,-9543.6101,2619.6557000000003
-43647.5408,-11218.2309,2589.6306
-42549.266800000005,-12980.008,2500.8328
-41151.9242,-14801.3579,2356.8809
-39439.0204,-16660.630100000002,2165.4108
-37396.3189,-18531.8623,1938.97
-35007.7626,-20388.440000000002,1684.2502000000002
-32258.967200000003,-22201.8309,1414.0238000000002
-29140.380500000003,-23924.528400000003,1135.7732
-25662.7799,-25515.433800000003,853.8826
-21827.2045,-26921.0943,568.2997
-17673.8514,-28074.721,277.685
-13254.2211,-28921.899100000002,-27.8153
-8642.7166,-29408.2455,-357.7454
-3937.7022,-29497.144200000002,-723.8495
754.2018,-29173.2494,-1137.1227000000001
5322.3773,-28442.427600000003,-1605.6852000000001
9658.3937,-27334.183800000003,-2132.8188
13667.3016,-25899.123,-2719.5075
17272.2295,-24206.0805,-3361.0269000000003
20420.293400000002,-22339.2216,-4048.9744
23091.010700000003,-20387.4679,-4771.9843
25292.8099,-18440.110500000003,-5516.921200000001
27065.3593,-16572.547000000002,-6265.3730000000005
28467.092800000002,-14843.092200000001,-7002.9325
29569.2668,-13291.7129,-7718.0335000000005
30450.7357,-11937.416200000001,-8400.5861
31188.897500000003,-10779.0311,-9045.152100000001
31855.475300000002,-9799.4684,-9645.2011
32510.2373,-8965.0375,-10199.1843
33196.6623,-8236.0935,-10706.379500000001
33941.7036,-7570.048500000001,-11150.1905
34757.445700000004,-6916.370800000001,-11537.843700000001
35648.1269,-6239.2916000000005,-11857.207900000001
36611.6022,-5481.6212000000005,-12104.162100000001
37626.2174,-4573.9762,-12294.5287
38679.151600000005,-3449.5645,-12362.0112
39708.664300000004,-2085.4911,-12326.885900000001
40686.8441,-203.2747,-12106.306700000001
41560.6736,2890.4767,-11334.8762
42258.507300000005,9698.861200000001,-5893.978
42727.761600000005,6691.5419,8888.5709
42922.436,1294.0468,11085.1031
42826.459,-1719.303,11246.1826
42409.7598,-4092.1854000000003,11083.0018
41675.446800000005,-6136.2869,10806.547900000001
40655.9087,-7965.754900000001,10469.148500000001
39393.731,-9623.6569,10087.2523
37925.7663,-11136.2275,9671.9369
36285.017,-12520.433500000001,9236.4426
-46153.3448,-1928.6763,550.1441
-46059.5253,-821.5852,-151.3166
-45883.5804,-219.7829,-1009.7376
-45643.1768,-1994.8793,-821.9141000000001
-45360.5565,-3325.8306000000002,463.3149
-45020.6232,-4441.0830000000005,1097.2875000000001
-44600.8649,-5634.5837,1542.2568
-44093.327600000004,-6863.6736,1839.804
-43467.231,-8157.7105,2014.1014
-42700.638100000004,-9514.5609,2127.451
-41778.9534,-10925.1023,2177.7554
-40686.7372,-12392.739800000001,2172.3042
-39405.4532,-13917.2553,2123.8646
-37903.0323,-15503.722300000001,2050.5088
-36127.363900000004,-17132.0881,1966.5851
-34078.829000000005,-18779.276,1875.9864
-31717.4854,-20440.391600000003,1783.8084000000001
-29007.147200000003,-22072.164,1691.3734000000002
-25924.4667,-23626.7033,1600.6937
-22460.9854,-25035.5995,1505.2312000000002
-18632.5579,-26218.934100000002,1398.6253000000002
-14492.758800000001,-27092.125200000002,1271.4797
-10128.662,-27583.548600000002,1113.1934
-5654.5968,-27639.8898,913.5393
-1205.5916,-27235.8812,663.3075
3078.7075,-26379.805800000002,354.0468
7064.0097000000005,-25112.8972,-21.1825
10634.6281,-23505.186100000003,-466.0992
13702.765300000001,-21652.7421,-982.4392
16216.795600000001,-19669.1191,-1567.1847
18170.3044,-17680.8668,-2209.7017
19608.5708,-15805.6141,-2898.0677
20617.268500000002,-14134.893900000001,-3616.2929000000004
21306.013600000002,-12728.6537,-4349.0972
21790.7688,-11609.3227,-5076.0167
22179.2906,-10771.9845,-5780.3436
22563.1981,-10189.354500000001,-6454.9022
23017.9702,-9821.5286,-7097.6185000000005
23599.0269,-9620.0499,-7702.6383000000005
24341.4562,-9537.1553,-8267.891800000001
25272.822500000002,-9524.036,-8797.2639
26404.378,-9527.7716,-9290.433500000001
27737.6117,-9499.319300000001,-9750.1525
29270.439000000002,-9382.5931,-10179.1783
30981.118000000002,-9114.579,-10581.392600000001
32832.6287,-8620.288400000001,-10957.681
34773.357,-7828.0635,-11314.8264
36746.5134,-6579.999900000001,-11677.5012
38696.8407,-4517.1465,-12017.969200000001
40523.9489,-495.15680000000003,-12139.0923
42129.394400000005,9933.1978,-5707.514700000001
43474.122500000005,8302.19,6769.904500000001
44489.3324,4536.613,9058.465
45122.0731,1660.2698,9675.5426
45354.042,-876.8914000000001,9803.9171
45173.309,-3224.5674000000004,9738.744200000001
44605.6555,-5433.660800000001,9552.499600000001
43682.836800000005,-7504.9667,9305.9521
42449.3693,-9436.8622,9014.5058
-46816.919700000006,-2957.4007,-473.45480000000003
-46584.239400000006,-1563.1090000000002,171.586
-46267.1491,-166.6645,294.2717
-45943.472700000006,-2.1277,-896.278
-45642.742000000006,-1198.9619,-1569.5992
-45384.430700000004,-2247.5544,-2007.3069
-45151.1557,-3315.6099000000004,-2407.2821
-44872.7058,-4476.527700000001,-2769.0967
-44498.8691,-5756.0665,-3100.9567
-43963.479100000004,-7159.1922,-3355.2524000000003
-43207.1854,-8712.521200000001,-3499.6165
-42177.016800000005,-10288.122500000001,-3843.9709000000003
-40860.563,-11897.555,-4074.1038000000003
-39239.2466,-13476.7577,-4277.8292
-37325.734000000004,-14976.8942,-4462.4717
-35144.779,-16359.355300000001,-4634.6463
-32741.2671,-17592.2661,-4798.5716
-30153.621000000003,-18663.0634,-4959.3112
-27416.805800000002,-19555.6441,-5117.5393
-24573.679500000002,-20261.9702,-5270.9917000000005
-21665.6132,-20784.5248,-5414.5873
-18723.9716,-21130.5721,-5542.3836
-15775.1722,-21306.703100000002,-5644.9281
-12842.581100000001,-21316.732500000002,-5711.138800000001
-9955.1304,-21162.4862,-5730.7745
-7139.607800000001,-20854.3558,-5691.402700000001
-4428.2959,-20397.7042,-5585.6724
-1856.4729,-19808.5583,-5413.4572
540.1659000000001,-19112.255100000002,-5171.9138
2731.6043,-18349.1159,-4863.5262
4714.5499,-17565.208000000002,-4495.8719
6495.5160000000005,-16798.5772,-4079.9151
8089.974300000001,-16089.9637,-3622.4809
9531.502700000001,-15471.262400000001,-3133.3224
10859.869,-14966.6589,-2620.6394
12122.3372,-14593.194500000001,-2088.2522
13371.403,-14355.822400000001,-1539.1305
14656.3215,-14249.276600000001,-975.2104
16024.314,-14260.8567,-397.3208
17522.136000000002,-14365.858,193.2735
19182.637600000002,-14524.0493,787.7028
21019.0057,-14691.864300000001,1376.567
23030.490100000003,-14815.951500000001,1945.7368000000001
25182.4362,-14848.4757,2475.369
27427.3603,-14764.0229,2933.5826
29713.086600000002,-14550.324200000001,3281.8526
31977.9244,-14221.862200000001,3457.3575
34175.19,-13834.3718,3323.1175000000003
36313.6943,-13394.3582,2339.2670000000003
38269.9343,-13076.8295,-578.3433
40167.8289,-5050.4399,-11303.386400000001
41955.6319,4735.448,-10557.8057
43623.517100000005,5756.994900000001,-8950.196
45154.9142,5218.7901,-8074.2248
46522.861000000004,4141.5971,-7428.7146
47683.6172,2763.164,-6854.2316
48592.4766,1153.5808,-6307.6301
49204.159400000004,-661.5966000000001,-5769.6099
49512.402500000004,-2505.9787,-5065.3907
-47225.074400000005,-3185.1175000000003,-220.81810000000002
-46904.149600000004,-2078.0616,132.1183
-46534.5873,-991.8817,494.07910000000004
-46215.800200000005,70.73440000000001,311.2652
-45992.926100000004,-84.97370000000001,-608.6183
-45858.2724,-911.4920000000001,-947.7660000000001
-45811.552800000005,-1695.6691,-1172.2849
-45827.7342,-2576.1225,-1336.2353
-45841.457800000004,-3572.5626,-1496.7839000000001
-45769.967000000004,-4725.9119,-1639.976
-45534.0919,-6043.8646,-1753.2343
-45099.3574,-7485.527700000001,-1592.4016000000001
-44374.8381,-9085.7949,-1903.3502
-43337.6258,-10688.740300000001,-2006.2008
-41983.4706,-12269.6079,-2076.4968
-40329.8258,-13794.730800000001,-2127.2365
-38391.1553,-15230.1025,-2154.9073000000003
-36201.247,-16545.289800000002,-2161.2069
-33791.173,-17722.0164,-2135.5396
-31207.3103,-18739.2958,-2080.9131
-28489.0049,-19604.6384,-1995.8313
-25661.3211,-20319.66,-1880.7231000000002
-22753.6212,-20881.0693,-1735.654
-19800.9018,-21292.9658,-1561.9274
-16823.2029,-21564.326800000003,-1361.4819
-13841.7692,-21698.281000000003,-1134.4739
-10873.425500000001,-21694.0687,-883.2318
-7949.7946,-21555.0461,-609.0465
-5094.8854,-21293.3773,-311.03020000000004
-2331.9223,-20918.308,13.655800000000001
314.9244,-20446.917400000002,363.5604
2827.8056,-19902.124900000003,741.7277
28498.5194,-19532.6692,6865.266100000001
31036.8655,-18301.972400000002,7169.7536
33406.573000000004,-17000.7477,7478.401000000001
35600.5446,-15625.7896,7792.5821000000005
37618.9746,-14176.182200000001,8114.3516
39447.7445,-12634.57,8442.914700000001
41055.973600000005,-10992.5781,8775.0251
42403.040700000005,-9251.9998,9107.2142
43439.3075,-7447.663500000001,9422.8696
44092.6192,-5434.542600000001,9982.2206
44367.632300000005,-3874.2123,10302.9613
44244.3145,-1729.2985,10768.0396
43710.4035,-512.8481,10934.135
42709.2096,118.3887,11362.412900000001
41302.708,-2117.3806,11822.5764
39570.482500000006,-12377.9743,2831.7426
37600.569,-12101.520900000001,-5440.5299
35442.039300000004,-11776.7062,-7063.356500000001
33191.3114,-11928.868400000001,-7311.9381
30933.818600000002,-11890.7243,-7495.1823
28781.2814,-11790.8651,-7380.3347
26764.5309,-11590.987000000001,-7139.707200000001
24947.3884,-11255.5872,-6820.3481
23366.7012,-10814.1608,-6455.7606000000005
-44345.7126,-5780.0443000000005,883.5943000000001
-45082.914600000004,-4182.6153,793.1136
-45665.504100000006,-2722.3529000000003,989.9672
-46112.7116,-707.8331000000001,1152.2219
-46389.7163,-680.4515,250.8898
-46465.523,-2335.8948,59.2806
-46290.449,-4262.4662,30.7819
-45863.2463,-6046.2578,395.1714
-45122.921500000004,-7956.6113000000005,724.4479
-43991.2346,-10030.7593,745.6618000000001
-42500.762500000004,-11941.3205,943.8142
-40660.868800000004,-13722.7397,1145.3179
-38523.3298,-15316.1728,1338.3051
-36170.6814,-16691.113,1527.7334
-33671.6492,-17849.870300000002,1718.1404
-31104.006500000003,-18802.7385,1914.1634000000001
-28523.9307,-19592.8741,2116.3963
-25960.0756,-20270.5518,2323.2911
-23421.2072,-20885.0911,2537.2198000000003
-20891.318300000003,-21480.3184,2757.9153
-18342.834000000003,-22086.5737,2981.0444
-15732.734900000001,-22723.6364,3203.4835000000003
-13019.7698,-23393.4026,3420.3656
-10154.1371,-24089.669,3633.0778
-7092.803800000001,-24771.6533,3844.1703
-3819.2199,-25389.5682,4055.8287
-336.60360000000003,-25892.2904,4268.8666
3332.1368,-26220.912900000003,4486.876
7133.5406,-26330.0517,4712.8079
11003.578300000001,-26184.909900000002,4945.930600000001
14862.6041,-25773.7814,5181.3958
18642.1673,-25107.8671,5422.1879
22278.2684,-24204.5711,5661.1436
25718.9033,-23096.6427,5898.5504
28929.0354,-21824.934100000002,6132.3593
31896.0813,-20426.966800000002,6363.1236
34619.3433,-18933.4617,6585.8463
37105.081600000005,-17360.3187,6795.7519
39357.8164,-15718.361200000001,6990.5085
41387.265,-14005.7878,7171.9735
43190.672600000005,-12207.0933,7333.4398
44741.802500000005,-10318.2268,7473.5463
46007.0,-8348.102700000001,7592.3945
46933.2561,-6289.397400000001,7836.660900000001
47547.644400000005,-4099.5125,7871.7080000000005
47682.006700000005,-1908.0839,7986.0325
47351.8115,280.7414,8136.3159000000005
46552.7137,2272.6457,8362.4274
45296.1197,3867.6399,8785.326000000001
43616.146,4484.4783,9760.8474
41589.7468,405.19140000000004,11824.0773
39272.3099,-12256.9382,3732.5145
36782.516800000005,-13396.4701,-1574.7194000000002
34179.5443,-13640.778900000001,-2984.2339
31588.5449,-13701.0108,-3566.3323
29096.3682,-13575.6492,-3744.6056000000003
26771.4154,-13245.5468,-3774.7041000000004
24676.2065,-12731.824200000001,-3733.1003
22862.543700000002,-12075.9514,-3650.4451000000004
21371.532600000002,-11340.5354,-3557.1726000000003
-45553.610100000005,-2394.2926,-1889.458
-45530.6624,-1804.8300000000002,-1753.3377
-45580.160500000005,-1523.7659,-1530.6866
-45721.341700000004,-2015.5367,-128.21120000000002
-45967.3805,-1773.1004,1240.6742000000002
-46301.6581,-2226.7202,1328.5007
-46677.7511,-2968.3633,1467.9288000000001
-47000.7062,-4099.7914,1360.8411
-47228.2525,-5334.9617,1363.7292
-47232.4656,-6910.3257,1207.0364
-46969.2428,-8664.323900000001,1110.4784
-46382.5238,-10582.4513,1003.2847
-45430.218700000005,-12625.7188,887.7371
-44076.528900000005,-14755.1082,764.9605
-42304.125400000004,-16925.713,635.0436000000001
-40107.4361,-19098.525700000002,500.50500000000005
-37480.5035,-21230.1397,362.7207
-34432.125700000004,-23278.7416,223.00230000000002
-30981.369000000002,-25200.9172,82.79480000000001
-27150.1251,-26960.2297,-59.7537
-22966.4634,-28519.8624,-203.5131
-18455.3676,-29834.4833,-347.65160000000003
-13671.857300000001,-30852.5831,-492.6687
-8685.390800000001,-31537.565000000002,-640.9995
-3571.0283,-31864.3276,-798.4577
1592.1618,-31814.2716,-977.0272
6711.8912,-31376.358,-1182.3314
11696.6301,-30557.390300000003,-1427.6828
16449.708300000002,-29378.254500000003,-1720.8098
20885.1083,-27878.2033,-2070.4325
24931.7291,-26111.511400000003,-2478.3754
28534.433200000003,-24146.3836,-2946.2311
31668.5475,-22061.524100000002,-3470.9602
34337.1891,-19928.4265,-4047.3095000000003
36567.700000000004,-17809.779300000002,-4666.5689
38402.234000000004,-15752.2482,-5316.540800000001
39893.214100000005,-13790.7008,-5983.6972000000005
41095.7208,-11934.5853,-6657.435600000001
42055.5471,-10182.9205,-7319.1256
42811.0049,-8526.4415,-7950.330800000001
43391.8487,-6953.349200000001,-8531.4506
43816.665400000005,-5448.414900000001,-9058.9963
44105.7548,-4011.7029,-9479.8723
44260.198800000006,-2541.4266000000002,-9855.131500000001
44304.0458,-1193.4992,-10095.7422
44263.012200000005,159.10420000000002,-10190.5062
44122.3229,1636.8243,-10177.6756
43892.727600000006,3158.0974,-9939.0525
43569.658200000005,4988.659900000001,-9339.3398
43170.8099,7486.7927,-7695.079000000001
42619.0326,11091.9162,-721.1038
41909.4505,2184.8091,11461.6641
41034.002,-3835.6924000000004,11609.8753
39931.670300000005,-6639.8168000000005,11040.9969
38599.9583,-8600.0591,10529.9883
37050.044,-10188.5558,10077.554
35315.5193,-11520.58,9658.550000000001
33450.095,-12645.8109,9249.6168
31502.952800000003,-13590.959200000001,8841.1115
29524.4968,-14391.6798,8417.5779
-46118.579600000005,-2493.2814000000003,-419.2133
-45977.8957,-1616.824,-718.8615
-45842.8488,-966.9537,-1068.4768000000001
-45739.815800000004,-835.6411,-1397.0277
-45689.8936,-2149.6016,-97.76230000000001
-45703.3723,-2632.5313,1205.9750000000001
-45754.7444,-3371.4752000000003,1684.3115
-45799.4868,-4283.6247,2045.5279
-45774.6593,-5409.3006000000005,2244.3494
-45616.5818,-6699.8895,2551.6256000000003
-45271.8291,-8206.3525,2511.3723
-44684.127700000005,-9829.420100000001,2530.3102
-43824.698300000004,-11569.312600000001,2485.6349
-42670.7212,-13393.208200000001,2379.6886
-41195.976,-15276.8526,2222.7071
-39384.4015,-17191.299,2019.9345
-37224.395000000004,-19107.639600000002,1779.8278
-34702.418300000005,-20995.928200000002,1515.8025
-31812.228700000003,-22824.0932,1239.1037000000001
-28551.632100000003,-24544.007,955.3306
-24932.030600000002,-26118.2589,667.3229
-20964.4813,-27486.4321,375.67260000000005
-16691.632400000002,-28592.6715,75.2478
-12168.968700000001,-29383.083000000002,-241.2648
-7472.094,-29808.3285,-583.5159
-2698.4222,-29837.6942,-962.0986
2049.2902,-29457.358,-1387.3458
6662.727900000001,-28676.725300000002,-1865.1024
11036.7329,-27522.826,-2397.7175
15076.8266,-26048.683800000003,-2984.7549000000004
18709.0341,-24321.1901,-3621.0186000000003
21883.6785,-22424.530000000002,-4298.9925
24581.461000000003,-20444.6392,-5006.9385
26810.972,-18467.207000000002,-5732.9328000000005
28609.0767,-16566.1943,-6461.2604
30033.081700000002,-14798.491,-7180.861900000001
31154.2438,-13203.0375,-7880.5932
32050.051000000003,-11797.5445,-8551.4899
32795.8,-10580.1978,-9187.4132
33461.4895,-9533.383,-9780.3091
34105.012500000004,-8621.7678,-10328.6496
34764.0734,-7805.8543,-10821.694300000001
35462.3356,-7042.716,-11255.170900000001
36208.1564,-6274.4336,-11637.297
-46779.869300000006,-2844.3182,-302.6732
-46549.2439,-1327.6646,280.2502
-46214.927200000006,154.84210000000002,172.2099
-45869.2355,-329.0212,-1191.6615000000002
-45542.226200000005,-1559.9269000000002,-1745.3491000000001
-45247.0968,-2671.0215000000003,-2182.1446
-44941.1769,-3834.6821,-2588.0573
-44574.707200000004,-5068.1719,-2936.2512
-44103.1524,-6379.7784,-3253.3763000000004
-43453.678700000004,-7873.734,-3492.0896000000002
-42586.4349,-9433.8868,-3671.4819
-41425.786100000005,-11015.7504,-4001.8902000000003
-39972.595700000005,-12617.244200000001,-4215.6464000000005
-38216.135800000004,-14178.090900000001,-4403.732300000001
-36178.2436,-15648.598800000002,-4576.6526
-33883.4461,-16990.9595,-4744.2614
-31376.4149,-18181.6764,-4917.5591
-28688.175000000003,-19206.1669,-5098.1081
-25857.2029,-20044.7046,-5283.2852
-22928.8927,-20691.2336,-5470.6841
-19940.9491,-21147.8866,-5654.394200000001
-16925.9415,-21417.5741,-5825.042100000001
-13915.1041,-21503.8446,-5970.5896
-10936.296900000001,-21409.9892,-6075.2583
-8025.5198,-21140.2025,-6124.467900000001
-5218.0576,-20704.9447,-6106.3321000000005
-2549.4705,-20121.1267,-6013.5369
-54.6221,-19409.840500000002,-5841.1533
2230.7304,-18607.2964,-5593.0549
4284.668900000001,-17762.9068,-5277.6465
6115.027,-16925.0914,-4901.2461
7735.9784,-16129.182400000002,-4481.193
9171.3317,-15416.3691,-4023.73
10464.1091,-14815.3719,-3538.1996000000004
11657.510600000001,-14344.9757,-3030.0854
12801.874600000001,-14017.3966,-2502.7464
13949.506000000001,-13831.8138,-1957.0145
15149.0573,-13782.4186,-1393.6716000000001
16448.1667,-13854.584700000001,-814.1336
17891.996300000003,-14020.9624,-221.4092
19511.856200000002,-14240.947400000001,375.3412
21322.874600000003,-14467.7801,962.7518
23319.7935,-14644.960700000001,1524.7997
25467.002500000002,-14728.321800000002,2036.4328
27720.1459,-14689.091,2464.0334000000003
30024.144500000002,-14515.1203,2760.8805
32319.236500000003,-14210.912900000001,2851.2655
34577.148,-13798.407700000002,2395.9472
36695.3928,-13479.9765,1429.4223000000002
38763.582800000004,-12535.919,-3210.7716
40739.765400000004,-27.770500000000002,-12160.6469
42613.8727,5906.046600000001,-9532.4344
44341.9606,6223.3557,-8058.4255
45920.113000000005,5435.504,-7199.4341
47311.0527,4196.0642,-6546.737
48466.9504,2675.9941000000003,-5949.252
49338.235400000005,923.017,-5396.3026
49897.6256,-1209.304,-4725.9496
50088.471300000005,-3104.9888,-4161.3016
-47138.431000000004,-2921.9377,-258.8694
-46811.096300000005,-1792.7013000000002,84.2406
-46460.5578,-759.7254,382.0625
-46166.5405,209.80550000000002,53.845400000000005
-45951.175500000005,-329.8696,-810.9556
-45813.2548,-1161.0990000000002,-1150.0639
-45760.4991,-1997.7222000000002,-1396.7501
-45753.947700000004,-2891.5069000000003,-1607.3663000000001
-45717.8537,-3968.5867000000003,-1820.8448
-45568.5811,-5199.175,-2013.4776000000002
-45242.944800000005,-6561.2294,-2161.9475
-44704.852600000006,-8036.035400000001,-2097.1299
-43867.354400000004,-9638.104500000001,-2386.9775
-42707.730800000005,-11244.7883,-2514.7836
-41239.2902,-12808.0568,-2612.6155000000003
-39479.3657,-14299.8603,-2688.6961
-37447.4648,-15690.1723,-2740.9692
-35176.3272,-16947.2331,-2766.2502
-32708.364700000002,-18054.577100000002,-2761.2761
-30084.4287,-18998.9784,-2725.0942
-27345.202500000003,-19786.2591,-2655.6256000000003
-24516.0538,-20424.0056,-2549.9932000000003
-21622.6472,-20909.187400000003,-2415.2126000000003
-18697.6125,-21248.0628,-2253.176
-15760.6506,-21447.8296,-2063.7483
-12830.347600000001,-21514.036,-1847.2484000000002
-9925.7667,-21444.2992,-1602.5247000000002
-7076.7972,-21245.1584,-1331.6281000000001
-4306.5038,-20926.4229,-1031.2619
-1639.8362000000002,-20500.1137,-699.6651
900.0437000000001,-19987.826100000002,-336.1018
3298.2276,-19414.918,58.5033
5545.677900000001,-18811.4733,480.8458
7644.3923,-18206.4911,925.7030000000001
9605.5625,-17630.8633,1389.6633000000002
11452.258300000001,-17113.5828,1868.7869
13221.9123,-16677.3341,2358.0764
14958.010100000001,-16330.129200000001,2851.2208
16708.1587,-16069.341900000001,3345.8065
18516.561,-15875.0763,3838.7126000000003
20415.177900000002,-15713.6301,4323.9808
22417.401,-15543.512900000002,4796.4642
24517.2481,-15317.784800000001,5251.0139
26681.766200000002,-14997.2433,5680.3655
28859.9738,-14558.0598,6072.491800000001
30990.817700000003,-13997.651100000001,6410.0316
33009.2757,-13350.884900000001,6658.915300000001
34859.916000000005,-12691.540700000001,6752.4453
36531.7106,-12177.664200000001,6387.0632000000005
37969.0045,-12176.7461,5229.5867
39239.3842,-12671.3088,-1692.4754
-46199.5448,-1145.2345,268.46320000000003
-46172.4467,-2207.3926,656.5727
-46111.029800000004,-3377.6464,1081.3907000000002
-45974.1979,-4587.6605,1616.633
-45704.701400000005,-5869.071400000001,2145.5012
-45200.3438,-7372.3853,2548.6705
-44407.0539,-8973.0875,2899.5313
-43312.136300000006,-10576.8621,3240.4747
-41891.6431,-12168.465600000001,3521.5069000000003
-40168.5064,-13690.660300000001,3741.5762
-38178.3582,-15107.0231,3900.6695
-35967.829300000005,-16400.7266,3997.6681000000003
-33580.5307,-17568.081000000002,4042.4424000000004
-31054.2261,-18616.641200000002,4039.6779
-28416.414800000002,-19561.3342,4001.7456
-25680.5108,-20416.2282,3940.5193000000004
-22850.008400000002,-21190.0227,3865.3217
-19923.018900000003,-21883.886700000003,3792.5124
-16899.050900000002,-22488.0698,3731.8315000000002
-13784.7026,-22988.3053,3697.1059
-10595.6232,-23364.9862,3699.3829
-7355.9025,-23605.975700000003,3745.6191000000003
-4096.3651,-23702.0698,3839.7635
-847.0063,-23654.3449,3982.987
2365.231,-23471.4474,4172.3479
5519.799800000001,-23163.4179,4405.1236
8601.1723,-22741.174000000003,4675.8063
11598.455600000001,-22215.3033,4980.6852
14501.5759,-21592.5321,5314.2365
17299.0996,-20880.74,5673.9565
19980.763300000002,-20087.8335,6056.651400000001
22536.0235,-19224.2984,6462.6302000000005
24957.422000000002,-18300.8774,6886.874000000001
27242.6289,-17327.2504,7329.2442
29390.925300000003,-16309.9361,7784.765200000001
31402.3538,-15252.2286,8248.1347
33275.214400000004,-14150.8099,8712.8226
35002.0887,-12991.9423,9169.519
36565.1584,-11777.3026,9608.9043
37938.6198,-10492.5575,10022.968700000001
39083.637200000005,-9166.0039,10400.9541
39955.5254,-7816.8895,10754.547700000001
40512.5359,-6475.3202,11160.028100000001
40786.6479,-5538.601000000001,11258.898000000001
40657.7249,-5087.3837,11377.8518
40186.491200000004,-7212.9259,10245.527900000001
39418.9489,-12514.1936,-2280.8621000000003
38397.842000000004,-8596.4891,-9738.454300000001
37157.3213,-7750.595200000001,-10834.0749
35762.637200000005,-7782.395100000001,-11239.808
34349.365300000005,-8134.3086,-11179.754700000001
32922.6261,-8489.7423,-10991.038900000001
31507.989800000003,-8657.4698,-10923.1127
30196.3914,-8834.726700000001,-10675.860400000001
29002.551300000003,-8968.135400000001,-10357.9946
-45309.8242,-4709.8871,1983.0175000000002
-45707.5467,-3270.2812000000004,1699.8143
-45994.0097,-1857.5259,1318.1336000000001
-46188.6239,-286.1854,923.0229
-46303.3144,-606.9246,232.45260000000002
-46304.0757,-2025.4106000000002,430.4223
-46163.8563,-3521.8205000000003,868.0432000000001
-45861.628000000004,-5053.4241,1387.6743000000001
-45351.322100000005,-6625.5559,1974.9377000000002
-44555.725900000005,-8369.553600000001,2401.0718
-43446.3062,-10092.4071,2822.2828
-42015.192,-11764.779,3207.2774
-40273.945100000004,-13334.6463,3529.8234
-38274.0005,-14757.1072,3777.9513
-36073.659,-16011.8317,3954.605
-33735.5212,-17097.3473,4061.5936
-31313.9123,-18031.637300000002,4108.2992
-28849.007800000003,-18844.8095,4105.525900000001
-26362.6453,-19576.155000000002,4069.4517
-23853.0728,-20262.7759,4013.2091
-21303.9654,-20928.8459,3952.5626
-18693.3547,-21589.5419,3901.184
-15990.5702,-22248.9003,3870.1333
-13163.3525,-22896.1847,3867.8955
-10187.6427,-23501.915800000002,3903.1762000000003
-7058.0488000000005,-24026.9749,3984.6461000000004
-3786.5525000000002,-24434.4309,4113.6092
-400.36010000000005,-24689.597400000002,4287.7803
3060.7024,-24766.1382,4505.906
6548.1311000000005,-24649.9199,4761.3539
10013.4487,-24339.1214,5045.1212000000005
13412.7909,-23844.006800000003,5348.6155
16708.8995,-23179.4957,5663.5863
19870.3277,-22363.593,5981.4118
22877.463900000002,-21420.265300000003,6299.155000000001
25715.3743,-20369.952800000003,6615.6543
28377.8645,-19234.3316,6929.697
30871.675900000002,-18027.1688,7245.5778
33198.0152,-16749.4162,7570.337600000001
35354.909700000004,-15400.9573,7905.9825
37338.066,-13976.2394,8251.7845
39129.548,-12461.083,8607.990600000001
40697.1767,-10851.6738,8970.8741
41999.331300000005,-9151.3135,9338.2936
42986.2609,-7387.935100000001,9705.5987
43612.2321,-5580.4133,10121.571100000001
43872.2617,-3830.1165,10612.7181
43768.3403,-2167.5442000000003,10863.4226
