r,theta,phi,Br,Btheta,Bphi
6870.93864,25.4412406,-166.4324503,-42982.626800000005,-11034.2072,1808.3163000000002
6871.41663,29.2377995,-165.97035839999998,-41319.2339,-12785.6137,2105.5055
6871.94946,33.037078,-165.659486,-39352.326400000005,-14384.981600000001,2367.2135000000003
6872.53221,36.8381102,-165.4527675,-37138.920900000005,-15790.3845,2590.4039000000002
6873.15971,40.6402761,-165.32064789999998,-34757.260200000004,-16976.893200000002,2777.2408
6873.82651,44.4431545,-165.2436141,-32292.1466,-17960.988100000002,2933.4247
6874.526980000001,48.246444700000005,-165.2082427,-29796.2402,-18779.709000000003,3061.282
6875.25537,52.0499231,-165.2049736,-27307.2053,-19474.647800000002,3168.1937000000003
6876.00575,55.8534169,-165.2267904,-24844.221700000002,-20095.286,3260.9149
6876.772150000001,59.6567886,-165.2684027,-22397.2216,-20692.0121,3346.7153000000003
6877.54852,63.459924400000006,-165.3257213,-19939.1656,-21299.8895,3429.4591
6878.32895,67.2627278,-165.3955085,-17425.4932,-21941.793100000003,3514.3012000000003
6879.10775,71.065115,-165.4751396,-14810.261,-22618.7573,3608.1143
6879.87967,74.8670123,-165.562434,-12048.8097,-23319.100300000002,3715.6870000000004
6880.63975,78.6683551,-165.655533,-9104.010900000001,-24011.463,3840.996
6881.383390000001,82.4690853,-165.75280709999998,-5957.5861,-24649.8604,3990.302
6882.10642,86.2691502,-165.8527847,-2608.4399000000003,-25182.9585,4164.9674
6882.80514,90.068502,-165.9540934,917.1654000000001,-25557.298000000003,4368.1426
6883.476320000001,93.8670967,-166.0554087,4575.3099,-25732.237100000002,4597.5982
6884.1172400000005,97.6648937,-166.15540729999998,8309.6023,-25676.2059,4849.685100000001
6884.72565,101.4618554,-166.25271909999998,12048.426300000001,-25374.9517,5120.7133
6885.29984,105.2579458,-166.34587689999998,15730.756500000001,-24835.1928,5401.638
6885.8385499999995,109.0531301,-166.4332579,19293.4229,-24070.6356,5687.424300000001
6886.34101,112.8473731,-166.51301139999998,22684.9124,-23111.143200000002,5974.4295
6886.806860000001,116.6406377,-166.5829686,25875.712300000003,-21992.4392,6257.3829000000005
6887.23618,120.4328829,-166.6405212,28847.329700000002,-20749.2684,6533.155000000001
6887.629400000001,124.2240602,-166.6824545,31598.9784,-19412.1258,6803.961200000001
6887.98731,128.0141092,-166.7047126,34137.1357,-17998.2899,7066.113600000001
6888.311009999999,131.8029506,-166.702054,36470.505600000004,-16516.9586,7320.6202
6888.60188,135.5904763,-166.6675362,38606.9053,-14964.587500000001,7569.776900000001
6888.86151,139.37653369999998,-166.5917134,40541.846000000005,-13329.6429,7812.356500000001
6889.091600000001,143.1609,-166.4613449,42260.2013,-11601.152600000001,8048.3015000000005
6889.293900000001,146.9432388,-166.25722209999998,43732.2094,-9762.965,8280.7701
6889.47019,150.7230242,-165.95032329999998,44910.971900000004,-7818.0214000000005,8509.8865
6889.62217,154.49939669999998,-165.4945742,45745.287800000006,-5776.5859,8737.3824
6889.75151,158.27087089999998,-164.81213,46197.4245,-3723.4852,8874.1165
6889.859770000001,162.0346779,-163.760346,46184.6463,-1646.1965,9197.8061
6889.9483,165.7850712,-162.04719749999998,45720.872500000005,288.1694,9483.7359
6890.0181299999995,169.5080434,-158.97034309999998,44792.3248,1884.5202000000002,9864.5571
6890.06996,173.1591402,-152.3485101,43426.4034,2648.0539000000003,10542.5172
6890.104230000001,176.5059491,-131.6505812,41673.3262,224.833,11792.202000000001
6890.12108,177.4876908,-55.6066341,39609.5022,-11829.5596,4464.8617
6890.12047,174.6049423,-16.826492599999998,37312.8006,-12993.2184,-3072.1561
6890.10206,171.0225549,-6.8880763,34881.0834,-12975.6169,-4820.9022
6890.06521,167.3201537,-2.7930951,32403.5711,-13040.1597,-5331.294800000001
6890.009,163.5785618,-0.6466086,29973.6047,-12992.5576,-5430.331700000001
6889.93225,159.8193971,0.6277408,27675.6562,-12761.9915,-5356.1377
6889.83374,156.0507553,1.4391037,25568.8963,-12369.769600000001,-5189.0643
6889.71205,152.27631739999998,1.9760005999999999,23703.2988,-11832.2096,-4963.488600000001
6889.565610000001,148.4979809,2.3371682,22126.9876,-11189.6792,-4704.5492
6889.392640000001,144.7168128,2.5792840999999997,20868.748900000002,-10505.0918,-4429.0755
6870.37596,19.428831099999996,3.8832617999999997,-42399.9907,-8546.686300000001,-146.1616
6870.0351200000005,15.650667200000001,5.2994489,-43316.832,-7221.8516,-38.611000000000004
6869.76194,11.892702200000002,7.740119099999999,-44158.785,-5808.8445,65.22540000000001
6869.55896,8.183078199999997,12.5955897,-44899.231400000004,-4415.418900000001,337.8315
6869.428100000001,4.639590100000007,25.451376099999997,-45543.0069,-2864.232,605.0336
6869.3705899999995,2.2644049000000024,79.9781351,-46058.6471,-882.8908,1184.9308
6869.38698,4.215322100000009,143.7508556,-46416.9064,-731.0899000000001,295.87170000000003
6869.477100000001,7.710375200000001,158.8515807,-46572.927800000005,-2330.8345,-40.2946
6869.64009,11.4091679,164.2461746,-46476.5504,-4167.0478,-166.6494
6869.87434,15.16325350000001,166.887467,-46067.1655,-6170.5334,-272.98060000000004
6870.177600000001,18.9396888,168.3987194,-45309.1384,-8216.182200000001,-316.9327
6870.54694,22.727233400000003,169.340715,-44180.0809,-10255.953000000001,-319.4997
6870.97882,26.521018400000003,169.95683879999999,-42670.654500000004,-12237.0424,-291.8394
6871.46918,30.318585300000002,170.3694472,-40805.1315,-14088.2011,-235.99550000000002
6872.01357,34.118550400000004,170.64670959999998,-38637.2537,-15764.599400000001,-145.2952
6872.6070899999995,37.9200679,170.82961029999998,-36234.6076,-17241.3253,-13.605500000000001
6873.2445099999995,41.7225856,170.94428489999999,-33662.6129,-18510.9892,160.0957
6873.92031,45.5257219,171.00820539999998,-30991.0079,-19586.866700000002,379.4214
6874.62881,49.3292011,171.033517,-28269.261700000003,-20503.3371,644.7694
6875.36415,53.1328156,171.028947,-25524.9556,-21300.1391,949.0493
6876.120370000001,56.936403,171.00095149999999,-22768.7894,-22018.440300000002,1285.8914
6876.89144,60.7398321,170.9544339,-19990.9872,-22688.2032,1642.3114
6877.67146,64.5429939,170.89320999999998,-17180.2069,-23333.5635,2007.5695
6878.454650000001,68.3457957,170.8203212,-14307.142,-23975.6417,2373.224
6879.235390000001,72.1481572,170.73825019999998,-11339.4066,-24619.6701,2730.6447000000003
6880.008360000001,75.9500071,170.6490743,-8236.316,-25258.2454,3070.4498000000003
6880.76862,79.7512821,170.554578,-4965.7856,-25862.1048,3388.3225
6881.51162,83.5519249,170.4563384,-1511.2876,-26390.3904,3681.0164
6882.23329,87.3518838,170.3557928,2128.9776,-26794.668100000003,3950.8694
6882.93001,91.151112,170.2542944,5932.078600000001,-27021.3155,4199.084400000001
6883.5986299999995,94.9495667,170.1531622,9850.5079,-27022.7203,4428.5541
6884.23646,98.7472084,170.0537281,13819.3459,-26767.934800000003,4643.4443
6884.84121,102.5440002,169.9573847,17767.9585,-26245.047700000003,4848.6348
6885.41106,106.33990610000001,169.86563809999998,21624.633700000002,-25452.995000000003,5044.7794
6885.944759999999,110.1348902,169.78016929999998,25317.0272,-24414.1627,5232.9952
6886.441690000001,113.9289158,169.70290939999998,28791.517600000003,-23167.1099,5412.855500000001
6886.901690000001,117.7219446,169.63613859999998,32022.227700000003,-21750.3116,5586.5351
6887.32501,121.5139339,169.5826185,34992.145000000004,-20196.720100000002,5751.3766000000005
6887.712270000001,125.3048326,169.5457755,37693.717300000004,-18534.4133,5903.5074
6888.0643900000005,129.094576,169.52996159999998,40122.4596,-16786.3342,6040.0263
6888.38259,132.8830784,169.5408392,42289.732,-14970.619900000002,6160.4579
6888.668310000001,136.6702218,169.5859643,44205.326400000005,-13078.8613,6258.801600000001
6888.923140000001,140.4558371,169.6757006,45855.017100000005,-11101.2948,6329.4993
6889.148810000001,144.2396747,169.82471049999998,47214.1243,-9037.3456,6374.3221
6889.34716,148.02135429999998,170.0544974,48258.3857,-6884.05,6387.192
6889.520030000001,151.8002749,170.3979791,48949.343400000005,-4666.8264,6342.2245
6889.66908,155.57543959999998,170.9082718,49234.558000000005,-2382.1094000000003,6366.956300000001
6889.79587,159.3450911,171.67701119999998,49091.2341,-90.15090000000001,6328.4779
6889.90186,163.1058648,172.8768697,48484.277200000004,2122.9793,6352.5584
6889.98825,166.8504995,174.8755932,47416.0273,4150.0891,6502.745
6890.056,170.5601775,178.6126261,45913.2316,5802.4547,6934.921600000001
6890.10577,174.16831100000002,-172.6806508,44026.4115,6522.1473000000005,8142.2047
6890.137900000001,177.2431135,-140.8636287,41819.2699,2437.4521,11455.9069
6890.15246,176.8561718,-61.4965133,39365.2318,-11461.107100000001,5653.0557
6890.14933,173.60796349999998,-36.5993272,36768.077300000004,-13533.5589,769.5298
6890.12812,169.9737547,-29.1570079,34107.7024,-14045.5684,-693.1911
6890.088140000001,166.2562851,-25.811132399999998,31464.8394,-14221.9891,-1327.6524000000002
6890.0284,162.5084037,-23.9794244,28924.946500000002,-14135.844200000001,-1690.9827
6889.9477400000005,158.7460217,-22.865476899999997,26556.862,-13813.0939,-1941.4521000000002
6889.8448,154.9754992,-22.1465426,24429.002200000003,-13296.482100000001,-2140.5498000000002
6889.71798,151.1998492,-21.667616799999998,22591.8777,-12640.9236,-2318.1375000000003
6889.56558,147.4206695,-21.3451202,21075.4448,-11918.761400000001,-2492.0966000000003
6889.385810000001,143.63887649999998,-21.130028499999998,19878.7036,-11206.3258,-2671.2391000000002
6870.24047,18.351758000000004,-19.543418,-42857.6578,-7614.692300000001,-1884.0394000000001
6869.913310000001,14.577889999999996,-17.906225,-43628.966,-6317.8022,-1632.9045
6869.654759999999,10.82929870000001,-14.9919488,-44320.469900000004,-5140.325,-1203.156
6869.46725,7.146162599999997,-8.828533,-44958.9119,-3910.0476000000003,-822.0212
6869.3524800000005,3.7282260000000065,9.753432799999999,-45550.541600000004,-2672.0088,76.915
6869.3115099999995,2.402431700000008,82.8412362,-46078.9043,-818.1249,1161.4257
6869.34471,5.165696600000004,126.36930609999999,-46510.18,-954.2054,398.84700000000004
6869.45175,8.754286700000009,137.1036086,-46790.891800000005,-2358.963,-207.0727
6869.6315700000005,12.475156499999997,141.40811399999998,-46861.921800000004,-4016.4761000000003,-646.3833000000001
6869.88242,16.237542700000006,143.6348282,-46650.518000000004,-5898.4969,-1129.9581
6870.20185,20.017956100000006,144.94707689999998,-46107.6384,-7870.336200000001,-1519.8842
6870.58679,23.8077076,145.778856,-45206.1276,-9893.1837,-1851.2624
6871.033530000001,27.602841600000005,146.3277783,-43935.6534,-11907.227,-2124.2919
6871.5378200000005,31.401290600000003,146.6964999,-42313.4773,-13869.7216,-2329.0785
6872.09496,35.2018609,146.9435964,-40356.7718,-15741.6214,-2455.8183
6872.69992,39.003807800000004,147.10493169999998,-38107.0552,-17496.375200000002,-2496.5438
6873.34731,42.806636700000006,147.2037088,-35597.5954,-19124.4214,-2449.175
6874.0315,46.610001100000005,147.2556233,-32863.9283,-20616.5413,-2315.8894
6874.74675,50.4136468,147.271695,-29934.984800000002,-21974.8234,-2098.9101
6875.487160000001,54.217380500000004,147.2599118,-26839.2979,-23200.6168,-1805.0119000000002
6876.24676,58.021049500000004,147.2262287,-23600.213600000003,-24301.654000000002,-1445.7817
6877.01958,61.824529600000005,147.1752009,-20230.170400000003,-25286.002200000003,-1037.1429
6877.79971,65.6277165,147.1103981,-16743.3399,-26155.4788,-594.5526
6878.581429999999,69.43052109999999,147.0346849,-13141.8006,-26915.111,-132.7367
6879.359280000001,73.2328651,146.95041569999998,-9431.5239,-27563.2245,332.0735
6880.128110000001,77.0346797,146.859575,-5611.1567000000005,-28093.0749,782.2399
6880.883150000001,80.8359034,146.76388129999998,-1684.6053000000002,-28489.995300000002,1205.3978
6881.61992,84.6364812,146.66486609999998,2340.882,-28737.114,1591.2195000000002
6882.33438,88.4363625,146.56393789999998,6454.5288,-28806.517600000003,1934.2382
6883.022980000001,92.235501,146.4624359,10626.2983,-28665.6041,2232.5297
6883.68257,96.0338538,146.36167899999998,14807.5771,-28291.7916,2486.5143000000003
6884.310640000001,99.8313803,146.26301229999999,18950.762300000002,-27673.9274,2700.0910000000003
6884.9052599999995,103.6280422,146.1678557,23003.419400000002,-26802.2049,2878.7246
6885.46503,107.4238034,146.0777589,26903.208300000002,-25680.604300000003,3028.1299000000004
6885.98898,111.2186285,145.9944663,30592.499900000003,-24329.022100000002,3149.0635
6886.47668,115.0124805,145.9199985,34027.3977,-22783.1123,3245.8092
6886.928140000001,118.8053201,145.8567591,37186.716400000005,-21075.588900000002,3319.7819
6887.34377,122.5971026,145.8076791,40050.509600000005,-19232.8387,3369.442
6887.7242400000005,126.3877737,145.7764192,42610.2637,-17283.2339,3390.7678
6888.0705800000005,130.1772633,145.767661,44862.511600000005,-15244.083200000001,3378.9552000000003
6888.38407,133.9654779,145.7875392,46801.2634,-13125.3868,3332.8407
6888.66616,137.7522873,145.844302,48415.7758,-10934.5206,3247.3027
6888.91838,141.53750300000002,145.9493594,49690.100600000005,-8680.2534,3117.8172
6889.14231,145.3208441,146.1190115,50604.2497,-6375.874000000001,2941.9298000000003
6889.33961,149.1018775,146.3774391,51131.993,-4045.0577000000003,2759.203
6889.51199,152.8799103,146.76217599999998,51265.4482,-1700.4984000000002,2500.9373
6889.66117,156.65377660000001,147.3348505,50990.6243,604.8824000000001,2272.2787000000003
6889.7887,160.4213797,148.2042147,50303.2035,2835.1602000000003,2080.607
6889.89597,164.1785838,149.5815898,49217.479100000004,4932.4332,1989.6207000000002
6889.9841400000005,167.9160618,151.9374209,47770.178100000005,6843.0735,2118.0723000000003
6890.05405,171.60785679999998,156.5599546,46002.4124,8442.2414,2750.9238
6890.10622,175.1491035,168.44927339999998,43970.759900000005,9200.5787,4856.5586
6890.14087,177.6919039,-142.1507471,41723.0918,2885.1688,11360.9336
6890.158020000001,176.023235,-74.0817162,39318.8131,-10279.103500000001,7621.9929
6890.15742,172.58424459999998,-57.4771198,36811.9138,-12812.107600000001,4638.796600000001
6890.13861,168.9155198,-51.7239602,34243.6684,-13815.303100000001,3374.1475
6890.100780000001,165.1866454,-48.947876799999996,31667.0757,-14349.8179,2579.5801
6890.042820000001,161.4336705,-47.3714629,29138.052300000003,-14583.2126,1931.1862
6889.96338,157.66857240000002,-46.392810999999995,26713.9016,-14574.794600000001,1324.4231
6889.86093,153.8964182,-45.7538951,24459.001900000003,-14371.1087,729.2082
6889.73376,150.11969879999998,-45.3260797,22422.7402,-14028.1949,132.2734
6889.580110000001,146.339769,-45.038130699999996,20630.7867,-13608.892800000001,-464.29380000000003
6870.279219999999,17.276644599999997,-42.920164299999996,-43989.082200000004,-5790.7412,-2846.8576000000003
6869.96718,13.508259600000002,-41.0131079,-44416.5771,-4698.8134,-2432.7516
6869.724,9.772079500000004,-37.4860884,-44798.413400000005,-3743.0951,-2070.6366000000003
6869.551890000001,6.127624800000007,-29.446630799999998,-45190.4755,-2980.9234,-1425.6653000000001
6869.45241,2.9391596000000106,-1.188397,-45617.417400000006,-2335.7735000000002,-308.9469
6869.42645,2.961059800000001,79.0629903,-46079.1998,-1020.2676,1175.8037000000002
6869.4741699999995,6.1592231000000055,106.9345175,-46546.317,-1224.4792,748.8452000000001
6869.59509,9.805233000000001,114.90374659999999,-46969.521400000005,-2246.4596,154.1337
6869.788,13.54200560000001,118.4090561,-47276.4452,-3567.9858000000004,-332.24260000000004
6870.05101,17.310783200000003,120.30686539999999,-47390.0953,-5143.5446,-873.1622000000001
6870.381600000001,21.0943252,121.4537115,-47251.444,-6882.3985,-1340.8216
6870.7766,24.885796100000007,122.19107,-46815.8845,-8755.5745,-1753.8655
6871.23233,28.6819427,122.68120139999999,-46045.9123,-10728.6645,-2104.5387
6871.74449,32.481011800000005,123.0109427,-44916.134000000005,-12761.420600000001,-2389.6868
6872.308230000001,36.281966700000005,123.2309446,-43413.336200000005,-14812.9199,-2603.7463000000002
6872.91834,40.0841482,123.3727502,-41551.118200000004,-16851.3515,-2738.246
6873.56933,43.8871114,123.45704629999999,-39320.9908,-18857.398100000002,-2793.896
6874.2554900000005,47.690540500000004,123.497985,-36728.7816,-20793.7159,-2772.9028000000003
6874.9709299999995,51.4942012,123.50559729999999,-33789.759900000005,-22634.3313,-2680.1493
6875.70972,55.297912700000005,123.4872145,-30523.588900000002,-24351.253200000003,-2519.7739
6876.4659,59.1015307,123.4483434,-26949.5165,-25920.299000000003,-2300.8915
6877.2336000000005,62.9049371,123.39322519999999,-23098.065300000002,-27311.610500000003,-2034.8052
6878.00704,66.7080321,123.32520609999999,-19001.722700000002,-28502.2328,-1731.0698
6878.78067,70.5107305,123.24698939999999,-14703.6124,-29469.0849,-1402.5071
6879.54906,74.3129578,123.1608127,-10252.397500000001,-30201.440700000003,-1063.3541
6880.30706,78.1146476,123.06857649999999,-5685.2889000000005,-30691.8192,-727.0506
6881.04986,81.9157398,122.9719396,-1051.1928,-30931.7651,-402.0375
6881.77308,85.7161791,122.8723936,3612.9149,-30923.6824,-104.8546
6882.472940000001,89.5159148,122.7713232,8269.3958,-30660.401,161.18210000000002
6883.14622,93.3149004,122.6700577,12875.3408,-30145.075800000002,382.3715
6883.790140000001,97.1130925,122.5699197,17395.1547,-29367.091200000003,552.7782
6884.40258,100.9104509,122.4722719,21769.2722,-28330.833400000003,665.8325
6884.98192,104.7069383,122.3785674,25956.637300000002,-27050.5894,720.3733000000001
6885.52692,108.5025188,122.29040579999999,29905.5106,-25538.885000000002,712.0868
6886.03685,112.297156,122.20960249999999,33571.8215,-23823.901100000003,640.227
6886.5114699999995,116.0908125,122.13827579999999,36915.1142,-21938.3637,506.46560000000005
6886.950940000001,119.883447,122.0789645,39916.4846,-19924.4186,320.4158
6887.35578,123.675012,122.03478609999999,42567.0366,-17811.2478,82.7709
6887.726850000001,127.46544879999999,122.00966129999999,44857.6158,-15631.9506,-201.63670000000002
6888.0652,131.254682,122.0086388,46797.0216,-13404.0969,-529.6021000000001
6888.371990000001,135.0426084,122.03838169999999,48377.074700000005,-11138.7734,-889.9007
6888.64853,138.829082,122.1079187,49591.4066,-8855.5385,-1274.0196
6888.89629,142.61389020000001,122.2298491,50436.1742,-6571.694,-1674.2248000000002
6889.11684,146.3967142,122.42235369999999,50904.3879,-4301.2571,-2127.1052
6889.31184,150.1770591,122.712729,51005.2729,-2099.2401,-2465.5350000000003
6889.4829500000005,153.95412340000001,123.1439724,50758.1742,37.156800000000004,-2813.549
6889.631719999999,157.7265359,123.7880098,50180.6745,2092.8701,-3100.6113
6889.7595200000005,161.4917734,124.7749077,49291.7494,4043.6668,-3285.5248
6889.86762,165.24469340000002,126.3660664,48138.084500000004,5878.6736,-3297.0027
6889.95712,168.9731097,129.17300889999999,46766.023,7619.359,-2993.8044
6890.0288,172.6401672,135.00993409999998,45213.996100000004,9298.379,-1983.7792000000002
6890.08313,176.0708323,151.9773308,43501.9502,10622.052300000001,1436.6755
6890.12028,177.6756393,-139.0534946,41643.338200000006,2388.6944000000003,11561.1293
6890.14016,175.0950433,-90.7767555,39680.9567,-8116.963500000001,9785.9064
6890.14245,171.5497514,-79.09312419999999,37592.5964,-10905.158500000001,8018.7956
6890.126520000001,167.85712660000002,-74.5220375,35384.9164,-12394.251,7023.6965
6890.09144,164.1194794,-72.1854005,33068.5982,-13433.882000000001,6276.2673
6890.035940000001,160.36234439999998,-70.8169581,30675.7832,-14192.4473,5613.5926
6889.958570000001,156.5949363,-69.9523514,28257.7694,-14723.508600000001,4976.8581
6889.857730000001,152.8213518,-69.3824442,25873.2997,-15053.8639,4355.2066
6889.73176,149.0436708,-68.9994158,23578.594500000003,-15222.128400000001,3735.5646
6889.57887,145.2630505,-68.7420867,21419.38,-15274.213600000001,3122.0893
6870.5663700000005,19.984267000000003,-67.55529489999999,-45086.8409,-4827.9479,-2734.1421
6870.207350000001,16.20440140000001,-66.23577809999999,-45195.674900000005,-3817.8238,-2411.9985
6869.91547,12.442670500000006,-63.9951048,-45246.8257,-2992.9585,-2223.7063000000003
6869.693310000001,8.722846900000008,-59.6575298,-45313.047900000005,-2311.9528,-1971.9454
6869.542850000001,5.137153600000005,-48.8092392,-45447.1341,-1917.343,-1631.153
6869.46535,2.393630900000005,-4.7095955,-45678.7905,-2084.5252,-419.47020000000003
6869.4614599999995,3.7559068000000053,67.8893392,-46012.4149,-1486.6349,1253.3321
6869.531120000001,7.177932200000001,86.2641707,-46421.6171,-1758.1614000000002,1201.0101
6869.67366,10.861685500000007,92.38767829999999,-46859.8608,-2555.2337,987.0366
6869.88771,14.610452300000006,95.28939129999999,-47258.0425,-3582.5594,886.0472000000001
6870.171230000001,18.3844189,96.921442,-47540.6082,-4935.6249,563.2375000000001
6870.52147,22.170622899999998,97.9290085,-47612.894700000004,-6506.613200000001,339.82120000000003
6870.93511,25.96360510000001,98.5846323,-47421.4784,-8267.7034,131.5132
6871.40834,29.7606612,99.022859,-46904.550200000005,-10196.0257,-54.2426
6871.936850000001,33.560291,99.31767389999999,-46019.1048,-12253.6031,-211.15800000000002
6872.515810000001,37.3615878,99.5131186,-44734.990600000005,-14401.5059,-343.3231
6873.14,41.1639642,99.6370596,-43028.9103,-16596.5484,-452.21430000000004
6873.80393,44.967017600000005,99.70800849999999,-40890.183600000004,-18793.2471,-532.5195
6874.501990000001,48.770458600000005,99.7387651,-38318.7883,-20951.8254,-589.4092
6875.22831,52.574071,99.73848459999999,-35323.810600000004,-23029.594,-624.9463000000001
6875.97679,56.3776865,99.7139119,-31918.702100000002,-24988.3597,-643.6731
6876.7412300000005,60.1811682,99.67015049999999,-28126.625,-26786.470400000002,-646.2511000000001
6877.51569,63.984402,99.6111591,-23976.4039,-28386.0446,-636.5234
6878.29447,67.7872916,99.5400832,-19504.3354,-29743.195200000002,-610.1019
6879.07209,71.5897543,99.4594812,-14764.882000000001,-30816.1947,-570.6753
6879.84327,75.391718,99.3714859,-9824.1363,-31577.3171,-524.8656
6880.60303,79.1931182,99.2779226,-4749.4429,-32005.6502,-482.4015
6881.34673,82.9938972,99.18039739999999,385.1753,-32086.2544,-453.79720000000003
6882.070060000001,86.7940022,99.08036729999999,5505.9457,-31815.5671,-453.5213
6882.76925,90.5933841,98.9791978,10536.556,-31193.7827,-495.8981
6883.44112,94.3919972,98.87821269999999,15398.966100000001,-30233.3786,-593.4669
6884.083070000001,98.1897994,98.7787412,20020.414,-28957.2498,-760.4019000000001
6884.6931,101.9867519,98.6821654,24329.794,-27396.7294,-1004.7549
6885.26967,105.7828183,98.5899726,28264.1725,-25605.579700000002,-1329.2749000000001
6885.81173,109.5779633,98.50381469999999,31789.044700000002,-23644.812100000003,-1732.3272000000002
6886.3186000000005,113.372152,98.42558269999999,34890.4728,-21574.3338,-2207.7872
6886.78997,117.16534709999999,98.35750139999999,37574.050500000005,-19449.3066,-2747.1722
6887.22588,120.9575062,98.30225539999999,39852.4348,-17309.2593,-3336.6072000000004
6887.62675,124.7485794,98.2631644,41753.310900000004,-15206.4855,-3958.9092
6887.993310000001,128.5385039,98.2444306,43329.009300000005,-13151.8426,-4599.2794
6888.32651,132.3271972,98.25150339999999,44600.503600000004,-11148.9508,-5241.5194
6888.627520000001,136.11454559999999,98.2916267,45590.5435,-9203.0771,-5866.729200000001
6888.89768,139.9003873,98.3746953,46318.6656,-7316.1184,-6459.2168
6889.13849,143.6844848,98.51464159999999,46800.131400000006,-5487.8994,-7003.3242
6889.351570000001,147.4664789,98.73178229999999,47043.5314,-3699.5858000000003,-7516.1921
6889.53859,151.2458053,99.0570061,47065.488600000004,-1946.2367000000002,-7945.5477
6889.70118,155.02153679999998,99.5397321,46904.949,-364.16650000000004,-8182.8599
6889.84083,158.7920572,100.2642872,46564.1169,1230.6100000000001,-8364.432200000001
6889.95888,162.5543147,101.3872469,46069.2257,2805.3747000000003,-8406.6106
6890.056560000001,166.30185949999998,103.23516509999999,45444.220400000006,4400.0249,-8242.0367
6890.13488,170.0185172,106.6158368,44710.6017,6121.4285,-7740.014700000001
6890.19463,173.65032630000002,114.1591572,43875.5807,8234.3844,-6385.1817
6890.23638,176.8855882,139.543485,42897.5399,11020.773000000001,-1372.1282
6890.26039,177.2123579,-141.0284828,41817.2699,2473.8377,11434.2065
6890.266570000001,174.1236236,-109.8080547,40574.4966,-5082.0701,11290.793
6890.25457,170.5140448,-101.1962586,39147.481,-7964.3716,10422.0982
6890.22372,166.8042145,-97.4847865,37521.2509,-9839.4955,9776.728500000001
6890.17306,163.05972029999998,-95.4955937,35704.861600000004,-11301.984,9244.2086
6890.10143,159.299199,-94.2999653,33724.3686,-12499.1052,8766.924200000001
6890.0075,155.5298632,-93.53328929999999,31634.039,-13474.6566,8314.919
6889.88975,151.7550604,-93.0240446,29490.2677,-14256.813100000001,7873.236400000001
6889.74649,147.9765404,-92.68108819999999,27347.246000000003,-14874.340100000001,7429.7666
6889.57593,144.1952969,-92.4515381,25251.129100000002,-15370.0504,6980.5668000000005
6870.40576,18.914819500000007,-91.0021041,-46076.537800000006,-3690.4192000000003,-879.0155000000001
6870.06895,15.1388386,-89.482551,-45974.0158,-2681.4469,-1029.9404
6869.8007099999995,11.385363499999997,-86.8252662,-45831.6725,-1886.8603,-1188.9744
6869.6033,7.6877238000000006,-81.3915943,-45717.882300000005,-1300.9296000000002,-1359.2340000000002
6869.47836,4.196611400000009,-66.14434059999999,-45670.2401,-1075.8904,-1469.438
6869.42691,2.2715677999999997,-1.9921742999999998,-45703.5017,-2031.1281000000001,-334.6557
6869.44934,4.663422800000006,52.0245709,-45831.073000000004,-2179.3135,1235.4363
6869.54536,8.208157600000007,64.7976556,-46023.7594,-2712.1969,1609.9418
6869.71408,11.917956700000005,69.63680099999999,-46244.5981,-3501.1528000000003,1910.0999000000002
6869.95395,15.675986199999997,72.0728192,-46419.3637,-4587.4734,2017.8014
6870.2627,19.45422210000001,73.48751589999999,-46466.8738,-5890.4878,2078.0725
6870.63738,23.242709200000007,74.37689569999999,-46319.111300000004,-7386.737800000001,2107.1769
6871.07446,27.037027600000002,74.9613887,-45926.512200000005,-9059.021700000001,2095.9981000000002
6871.569890000001,30.834907800000003,75.3536093,-45238.229900000006,-10878.696100000001,2041.2699
6872.11917,34.6350568,75.61703589999999,-44217.4675,-12813.7301,1942.1180000000002
6872.71733,38.4366767,75.79017259999999,-42832.486600000004,-14827.1371,1801.2088
6873.35908,42.2392419,75.8977464,-41066.3523,-16880.6596,1623.6156
6874.03884,46.042387600000005,75.95638269999999,-38906.646400000005,-18938.5294,1417.9553
6874.750770000001,49.8458491,75.97769389999999,-36351.284700000004,-20958.339200000002,1189.393
6875.48875,53.649425300000004,75.9700592,-33404.7421,-22907.0121,943.2549
6876.24657,57.4529571,75.9397013,-30074.8109,-24740.9752,682.6503
6877.018230000001,61.2563133,75.8913627,-26379.2546,-26422.0243,418.4712
6877.798049999999,65.0593853,75.8287447,-22337.7374,-27907.8142,151.8706
6878.580400000001,68.8620812,75.7548067,-17977.3866,-29147.7488,-123.07700000000001
6879.359890000001,72.6643205,75.6719736,-13353.6602,-30092.896800000002,-409.91720000000004
6880.131520000001,76.4660327,75.5822811,-8521.7456,-30699.9967,-715.2974
6880.89061,80.26715540000001,75.4874846,-3567.9333,-30930.4991,-1044.5207
6881.632860000001,84.0676328,75.3891415,1416.6076,-30762.803900000003,-1405.1055000000001
6882.354310000001,87.8674145,75.28867679999999,6328.828600000001,-30191.9189,-1803.1253000000002
6883.0514299999995,91.6664547,75.1874389,11066.0874,-29231.6382,-2243.5017000000003
6883.72109,95.4647113,75.0867481,15527.994200000001,-27914.256400000002,-2729.2896
6884.36059,99.2621453,74.9879437,19626.1273,-26295.548000000003,-3261.342
6884.96768,103.0587201,74.89243259999999,23298.1991,-24443.8313,-3835.0207
