time_stamp,radius,colat,lon,X,Y,Z,flags_b,flags_q
6831.003472222223,6869.9364000000005,9.08651540000001,132.3434335,2303.1173,-13.4989,46884.0887,0,0
6831.004166666667,6869.75198,5.477628899999999,142.07680299999998,1075.5286,316.2576,46534.7456,0,0
6831.0048611111115,6869.63975,2.5449861000000027,179.8977108,-137.58180000000002,250.72660000000002,46203.102100000004,0,0
6831.0055555555555,6869.60046,3.4618837000000013,-103.2358579,139.42440000000002,-924.7408,45926.3998,0,0
6831.00625,6869.634150000001,6.821190000000001,-82.1128233,1127.7089,-1404.5241,45710.8825,0,0
6831.006944444444,6869.74024,10.493282000000008,-75.4231392,2046.7324,-1748.7292,45568.4302,0,0
6831.007638888889,6869.91751,14.238136800000007,-72.3287098,3009.9527000000003,-2100.1587,45461.6684,0,0
6831.008333333333,6870.16402,18.0103606,-70.609871,4106.3424,-2398.6604,45328.011900000005,0,0
6831.009027777778,6870.47728,21.795668399999997,-69.55614899999999,5344.1557,-2677.94,45106.201100000006,0,0
6831.009722222222,6870.85429,25.5881641,-68.8731485,6719.912,-2938.7823000000003,44718.8018,0,0
6831.010416666667,6871.29146,29.384966000000006,-68.4173879,8207.652600000001,-3167.0889,44102.8821,0,0
6831.011111111111,6871.784640000001,33.184490600000004,-68.11068949999999,9792.183500000001,-3020.1838000000002,43220.9895,0,0
6831.011805555556,6872.3292,36.9857875,-67.9068364,11368.535600000001,-3503.877,42007.712,0,0
6831.0125,6872.92008,40.7882453,-67.7767436,12930.4755,-3700.9523000000004,40498.625700000004,0,0
6831.013194444445,6873.5518600000005,44.5914464,-67.7011747,14421.4287,-3855.2760000000003,38694.2197,0,0
6831.013888888889,6874.218900000001,48.3950911,-67.6668772,15806.134900000001,-3986.1561,36625.073000000004,0,0
6831.014583333334,6874.915480000001,52.1989542,-67.6644012,17044.133400000002,-4086.4334000000003,34325.23,0,0
6831.015277777778,6875.63588,56.0028609,-67.686803,18119.068900000002,-4165.5258,31835.440400000003,0,0
6831.015972222222,6876.37434,59.806671,-67.72884189999999,19024.8387,-4217.8669,29202.521200000003,0,0
6831.016666666666,6877.1251,63.6102684,-67.7864634,19760.591800000002,-4245.3455,26466.483900000003,0,0
6831.017361111111,6877.88255,67.4135547,-67.8564549,20332.3997,-4246.832600000001,23663.2039,0,0
6831.018055555555,6878.64125,71.2164451,-67.9362098,20751.648400000002,-4219.1495,20819.8578,0,0
6831.01875,6879.39592,75.0188652,-68.0235606,21024.7174,-4159.0776000000005,17953.4212,0,0
6831.019444444444,6880.14148,78.82074850000001,-68.1166567,21155.3682,-4068.2171000000003,15082.1172,0,0
6831.020138888889,6880.87319,82.6220344,-68.2138745,21144.9782,-3942.7284,12229.676500000001,0,0
6831.020833333333,6881.58671,86.4226676,-68.3137455,21000.6171,-3779.4162,9418.0391,0,0
6831.021527777778,6882.27825,90.2225967,-68.414898,20722.7566,-3576.7192,6668.6419000000005,0,0
6831.022222222222,6882.94449,94.0217747,-68.51600619999999,20321.001,-3327.3662,4013.3724,0,0
6831.022916666667,6883.5826799999995,97.8201583,-68.6157429,19809.959300000002,-3031.3166,1481.4747,0,0
6831.023611111111,6884.1905,101.6177075,-68.7127318,19218.6261,-2685.9572000000003,-897.8546,0,0
6831.024305555556,6884.76609,105.4143837,-68.8054971,18580.598,-2294.0660000000003,-3112.5625,0,0
6831.025,6885.30808,109.21014890000001,-68.89240389999999,17931.5089,-1863.5375000000001,-5159.1072,0,0
6831.0256944444445,6885.81573,113.0049644,-68.9715854,17303.5478,-1397.2794000000001,-7048.6894,0,0
6831.0263888888885,6886.2888,116.7987909,-69.0408527,16729.2075,-904.4292,-8798.8528,0,0
6831.027083333333,6886.72742,120.5915844,-69.0975716,16233.3084,-393.3623,-10439.2512,0,0
6831.027777777777,6887.132140000001,124.383294,-69.1384934,15840.3058,132.36610000000002,-12006.008300000001,0,0
6831.028472222222,6887.5037999999995,128.1738567,-69.159514,15557.594700000001,663.4518,-13551.3655,0,0
6831.029166666666,6887.84348,131.9631904,-69.1553249,15384.0828,1205.8479,-15121.0548,0,0
6831.029861111111,6888.15246,135.7511838,-69.1188863,15302.5422,1750.8651,-16766.657600000002,0,0
6831.030555555555,6888.43219,139.5376794,-69.0406082,15281.6011,2296.8286000000003,-18524.6168,0,0
6831.03125,6888.6842400000005,143.322448,-68.9070282,15278.8024,2840.1873,-20418.5397,0,0
6831.031944444445,6888.91023,147.1051444,-68.6985839,15248.531700000001,3368.7448,-22450.6461,0,0
6831.032638888889,6889.111690000001,150.8852281,-68.3856607,15144.745,3874.2903,-24601.685400000002,0,0
6831.033333333334,6889.290150000001,154.66181569999998,-67.92112949999999,14932.1497,4340.3585,-26828.593,0,0
6831.034027777778,6889.44703,158.4333775,-67.22511899999999,14595.207900000001,4742.4882,-29071.640000000003,0,0
6831.034722222223,6889.58367,162.1970527,-66.1506725,14148.460000000001,5041.4204,-31266.6271,0,0
6831.035416666667,6889.70132,165.9468728,-64.3952079,13635.0062,5139.294400000001,-33356.3367,0,0
6831.0361111111115,6889.801060000001,169.6681668,-61.224677299999996,13266.336000000001,4832.8365,-35262.2382,0,0
6831.0368055555555,6889.88371,173.31366659999998,-54.326324199999995,13119.8639,3955.3784,-37050.387500000004,0,0
6831.0375,6889.94968,176.6286541,-32.2718085,13126.5862,-416.7814,-38741.5738,0,0
6831.038194444444,6889.9990800000005,177.4076701,45.175059399999995,3405.5027,-12169.0238,-40256.2079,0,18
6831.038888888889,6890.03168,174.4530906,81.394913,-3382.2302,-11421.402600000001,-41763.1385,0,18
6831.039583333333,6890.0469,170.8615909,90.8899612,-4017.7018000000003,-10378.923,-43027.835100000004,0,18
6831.040277777778,6890.0439400000005,167.1567346,94.86059259999999,-3514.8,-9794.9612,-44170.3049,0,6
6831.040972222222,6890.02177,163.414186,96.9570936,-2585.848,-9328.4416,-45195.619,0,6
6831.041666666667,6889.979179999999,159.6545878,98.2068055,-1384.8681000000001,-8893.295900000001,-46060.683000000005,0,6
