Br;Btheta;Blambda;r
19525.302900000002;-20081.5373;-3688.6668;6885.19686
21611.4329;-18177.5671;-4446.4698;6885.75418
23258.133;-16372.115000000002;-5223.8901000000005;6886.27524
24536.644500000002;-14730.942500000001;-6000.312800000001;6886.75954
25530.439000000002;-13291.7692;-6757.721500000001;6887.20697
26323.9409;-12074.8065;-7482.3239;6887.617770000001
27001.896;-11076.4966;-8163.4376;6887.992480000001
27636.8745;-10276.8879;-8797.261700000001;6888.3319599999995
28290.843200000003;-9643.6926;-9382.7893;6888.6374000000005
29008.295400000003;-9139.0213;-9919.940700000001;6888.91021
29826.9535;-8720.517100000001;-10410.6091;6889.151980000001
30769.824800000002;-8337.9104;-10852.7606;6889.364390000001
31845.9909;-7941.876;-11243.9954;6889.54921
33053.2877;-7479.676200000001;-11580.4793;6889.70818
34374.6572;-6894.9668;-11862.6057;6889.842900000001
35779.089100000005;-6121.320000000001;-12085.2849;6889.95479
37227.9738;-5078.5396;-12260.539400000001;6890.045160000001
38673.841100000005;-3637.4284000000002;-12350.787100000001;6890.11525
40059.6158;-1460.736;-12295.3374;6890.16601
41311.882900000004;2603.4983;-11557.6566;6890.19819
42358.2195;11113.6577;-2256.274;6890.21237
43144.4221;6117.1125;9079.0429;6890.20884
43623.4778;1965.1924000000001;10577.339600000001;6890.18754
43763.6233;-848.9092;10792.506500000001;6890.14812
43546.3298;-3207.4487000000004;10703.865300000001;6890.0899500000005
42980.0918;-5335.3805;10475.284800000001;6890.01209
42095.7889;-7292.5094;10169.997500000001;6889.913350000001
40930.5238;-9098.578000000001;9810.4805;6889.79226
39519.7201;-10764.2451;9419.0665;6889.64713
37900.129400000005;-12304.9822;9005.8523;6889.47616
-45368.919;-6597.242;2298.9873000000002;6870.48188
-45871.9907;-4931.5501;1732.4047;6870.12725
-46128.5481;-3348.9786000000004;1172.1412;6869.84009
-46185.5907;-1885.8616000000002;581.2686;6869.62305
-46094.606100000005;-638.1891;-141.0106;6869.47804
-45870.913700000005;-239.3213;-1151.7359000000001;6869.40626
-45549.8171;-2421.0008000000003;-585.2878000000001;6869.408270000001
-45152.5601;-3818.8889000000004;286.6399;6869.48396
-44669.4633;-5083.6529;805.6192000000001;6869.63252
-44094.9397;-6342.1858;1147.0215;6869.8525
-43418.3376;-7626.2374;1365.4427;6870.14187
-42631.934700000005;-8935.9222;1526.7776000000001;6870.49794
-41719.4341;-10281.033500000001;1625.0433;6870.91744
-40669.5048;-11661.826500000001;1673.2097;6871.39656
-39472.4723;-13093.9284;1685.2214000000001;6871.9309299999995
-38082.6684;-14598.1767;1676.1131;6872.51569
-36459.2708;-16153.004700000001;1652.4769000000001;6873.145509999999
-34579.334500000004;-17753.9608;1620.9863;6873.81476
-32400.1055;-19385.694900000002;1586.4062000000001;6874.51758
-29882.1924;-21019.2631;1551.9353;6875.24794
-26993.720800000003;-22607.4716;1517.246;6875.999940000001
-23717.824500000002;-24085.5237;1475.2944;6876.76785
-20058.2189;-25378.5324;1422.2432000000001;6877.54575
-16050.175500000001;-26396.9052;1350.0764000000001;6878.327770000001
-11768.701200000001;-27057.3364;1249.7014000000001;6879.10828
-7321.5837;-27293.483;1112.1533;6879.8819699999995
-2836.9119;-27064.041400000002;939.9367000000001;6880.64389
1536.5342;-26353.6644;718.5475;6881.3895
5643.2919;-25191.322900000003;443.2926;6882.1147
9358.3308;-23642.659;119.33330000000001;6882.8158300000005
12574.4431;-21787.162;-261.6232;6883.48963
15203.0792;-19739.5854;-699.0663000000001;6884.133390000001
17214.0494;-17641.209300000002;-1188.0879;6884.7447999999995
18638.3447;-15627.8562;-1722.2667000000001;6885.32204
19549.6426;-13813.684000000001;-2294.0016;6885.86376
20059.838600000003;-12285.1617;-2891.8098;6886.36909
20302.8289;-11092.171900000001;-3503.3230000000003;6886.83758
20418.922000000002;-10240.0635;-4119.6516;6887.26919
20527.056;-9700.3003;-4730.3602;6887.6643300000005
20719.264600000002;-9422.147700000001;-5327.3523000000005;6888.02391
21054.360200000003;-9352.772;-5907.8324;6888.34903
21580.3934;-9444.8004;-6471.0968;6888.6409699999995
22335.789;-9640.8331;-7016.7303;6888.90123
23336.3453;-9886.9149;-7544.2591;6889.13138
24590.754100000002;-10129.5436;-8052.0963;6889.33312
26093.9618;-10310.6728;-8539.512;6889.5082
27828.8764;-10374.913900000001;-9012.284300000001;6889.65834
29775.0648;-10254.9756;-9476.4437;6889.78517
31883.011400000003;-9874.438100000001;-9936.920600000001;6889.8901000000005
34096.351500000004;-9136.6762;-10418.9607;6889.97432
36349.8407;-7872.068;-10955.5808;6890.0389000000005
38563.840000000004;-5622.2239;-11617.6643;6890.08474
40646.9135;-209.76250000000002;-12149.2253;6890.112520000001
42516.7516;11105.5313;-1859.9459000000002;6890.122719999999
44098.180400000005;8120.076;6357.8001;6890.11551
45309.976200000005;4971.414900000001;8127.000800000001;6890.090740000001
46115.4476;2285.9665;8716.6932;6890.04803
46482.9544;-223.80360000000002;8929.9086;6889.986690000001
46412.4322;-2630.1692000000003;8948.8821;6889.90576
45924.642100000005;-4931.746700000001;8863.1272;6889.80395
45058.7609;-7108.042100000001;8705.131800000001;6889.67965
43862.4433;-9144.189;8502.664200000001;6889.53117
42387.3422;-11039.5857;8268.9884;6889.35671
-44963.6645;-7841.2689;1572.0328000000002;6870.40705
-45710.1299;-5888.280000000001;1289.0411000000001;6870.06999
-46132.523700000005;-3999.9509000000003;948.1976000000001;6869.800929999999
-46271.1682;-2166.3672;650.7646000000001;6869.6023399999995
-46173.2437;-556.3431;72.2552;6869.47599
-45877.7846;-168.0642;-1158.9489;6869.42292
-45430.4436;-2495.3019;-1087.6411;6869.44351
-44864.8357;-4134.1261;-722.1365000000001;6869.53744
-44181.8726;-5606.8126;-521.7311;6869.7037
-43401.947400000005;-6979.3251;-370.21410000000003;6869.940610000001
-42520.0414;-8346.3051;-291.9293;6870.2458
-41535.6092;-9699.8287;-207.6705;6870.6163799999995
-40439.4466;-11065.284;-126.3705;6871.048940000001
-39210.9735;-12468.2369;-49.2013;6871.53951
-37811.8367;-13920.0406;23.9143;6872.0836500000005
-36205.8274;-15418.203000000001;89.9838;6872.67649
-34360.914000000004;-16961.670700000002;149.9026;6873.312730000001
-32234.943600000002;-18533.7942;196.5508;6873.98674
-29790.8982;-20106.3681;223.1347;6874.69268
-26998.1238;-21635.9473;221.7587;6875.42464
-23844.519800000002;-23064.1096;186.4694;6876.17668
-20330.023100000002;-24325.8466;110.05120000000001;6876.942980000001
-16483.5226;-25342.331000000002;-2.2275;6877.71772
-12362.4865;-26038.257400000002;-154.9703;6878.495100000001
-8055.515;-26344.1329;-343.7778;6879.26959
-3677.7301;-26210.9919;-563.7242;6880.03603
637.4683;-25613.200500000003;-811.9816000000001;6880.78957
4741.707;-24558.2099;-1082.42;6881.5257
8493.565;-23089.717500000002;-1364.3428000000001;6882.24033
11764.761700000001;-21288.960900000002;-1648.4705000000001;6882.92995
14463.9354;-19266.1433;-1922.7998;6883.591469999999
16543.149;-17149.966500000002;-2178.2385;6884.22237
18002.6992;-15078.1731;-2402.8779;6884.82057
18898.7192;-13174.1607;-2593.908;6885.3844500000005
19327.4797;-11539.3644;-2754.324;6885.91286
19408.4221;-10236.0931;-2889.8172;6886.40509
19276.977600000002;-9297.8374;-3012.3410000000003;6886.86088
19061.7385;-8714.6982;-3137.9312;6887.28043
18871.1663;-8456.6674;-3280.54;6887.664360000001
18793.6727;-8479.706400000001;-3451.0974;6888.0136299999995
18897.147800000002;-8736.3765;-3656.3853000000004;6888.32941
19234.138600000002;-9176.207;-3898.3523;6888.61305
19847.609500000002;-9748.435300000001;-4176.869900000001;6888.86603
20767.846100000002;-10397.2706;-4489.2805;6889.08993
22014.805200000003;-11062.069000000001;-4831.9898;6889.28642
23596.4885;-11671.8336;-5201.8588;6889.457270000001
25491.0978;-12147.2239;-5600.6364;6889.60413
27653.049600000002;-12422.081600000001;-6040.3504;6889.72853
30039.9101;-12426.7953;-6546.4355000000005;6889.8318
32596.554200000002;-12054.7783;-7171.6372;6889.91506
35238.2636;-11116.3951;-8060.705000000001;6889.97936
37877.8018;-9027.621000000001;-9547.5244;6890.025560000001
40433.8406;-1959.6970000000001;-12082.9527;6890.05418
42808.2762;10671.636;-3007.9603;6890.06553
44890.587700000004;9455.7714;2619.9499;6890.05964
46645.1275;7048.3167;4445.7086;6890.0362700000005
47959.9865;4662.0742;5340.6486;6889.99491
48821.287800000006;2157.6564000000003;5874.797100000001;6889.934740000001
49208.6963;-303.3207;6217.415300000001;6889.8546400000005
49135.0493;-2778.2694;6434.993;6889.75323
48632.8275;-5154.4842;6578.0638;6889.62892
47753.5141;-7423.5135;6644.533200000001;6889.480020000001
46546.5463;-9578.2666;6649.4556;6889.304730000001
-45294.625700000004;-7963.250300000001;71.1159;6870.34951
-45980.373400000004;-5942.8676000000005;158.35760000000002;6870.0299
-46335.809400000006;-3993.2406;197.1052;6869.778770000001
-46397.198000000004;-2162.9396;290.2464;6869.59842
-46221.0644;-382.7431;185.2084;6869.4904400000005
-45864.5477;-215.1989;-1190.5008;6869.45572
-45384.7364;-2234.7184;-1560.423;6869.49445
-44819.3092;-3820.9868;-1712.1629;6869.60612
-44155.6056;-5299.8863;-1869.8514;6869.7895499999995
-43405.8804;-6695.0191;-1980.4409;6870.042850000001
-42546.9073;-8119.686900000001;-2067.0514000000003;6870.363469999999
-41556.6135;-9563.2927;-2146.1935000000003;6870.74824
-40392.845700000005;-11055.2891;-2176.0618;6871.19347
-39033.555100000005;-12574.5485;-2179.2501;6871.69508
-37458.3815;-14119.0848;-2170.7093;6872.24855
-35630.6291;-15678.742100000001;-2161.9544;6872.84891
-33532.1071;-17226.214200000002;-2166.1852;6873.4908
-31148.328400000002;-18737.3594;-2194.7303;6874.168610000001
-28465.489700000002;-20179.3329;-2256.2479000000003;6874.87655
-25481.7747;-21510.6217;-2357.5549;6875.608810000001
-22204.6693;-22685.450500000003;-2504.616;6876.359520000001
-18655.9316;-23646.195;-2693.4335;6877.1228200000005
-14883.1216;-24336.8097;-2917.9562;6877.89295
-10955.564900000001;-24705.5115;-3171.6777;6878.66428
-6960.2660000000005;-24708.0417;-3448.5682;6879.4314
-3009.5883000000003;-24315.9392;-3733.4139;6880.18921
771.923;-23532.4692;-4010.6729;6880.9329800000005
4263.7676;-22393.8302;-4269.358200000001;6881.65841
7361.5414;-20966.16;-4495.6369;6882.36161
9990.558500000001;-19343.6518;-4675.953;6883.03919
12118.0535;-17638.2484;-4797.8707;6883.68824
13758.7311;-15956.7682;-4855.0995;6884.30638
14963.050000000001;-14392.521900000002;-4844.0532;6884.89173
15808.9745;-13012.0118;-4763.7218;6885.44288
16381.303800000002;-11855.6824;-4622.9775;6885.9589000000005
16763.841800000002;-10939.4256;-4431.9337000000005;6886.43929
17028.6582;-10264.528400000001;-4205.5495;6886.883900000001
17237.7854;-9824.430400000001;-3957.7895000000003;6887.29296
17444.808100000002;-9611.895;-3703.6268;6887.66707
17702.529300000002;-9618.3593;-3454.8772000000004;6888.00712
18066.1115;-9833.0898;-3220.9636;6888.314310000001
18595.0707;-10234.9055;-3007.4291000000003;6888.59006
19347.1894;-10789.8672;-2821.0503000000003;6888.835940000001
20370.916800000003;-11449.2957;-2669.0403;6889.05361
21701.157600000002;-12151.6784;-2557.9329000000002;6889.24477
23350.8008;-12824.020700000001;-2495.5297;6889.41109
25308.101000000002;-13387.6546;-2501.1799;6889.55425
27530.4098;-13771.3691;-2601.6115;6889.6758
29963.415100000002;-13910.5568;-2847.1078;6889.77706
32544.7396;-13736.495;-3343.902;6889.85916
35211.949400000005;-13095.5105;-4338.5518;6889.92303
37884.8101;-11336.585200000001;-6680.399200000001;6889.9694
40494.0452;-2162.0657;-12037.1715;6889.99868
42970.9544;9537.519400000001;-5483.927500000001;6890.01098
45230.0443;9334.813600000001;-1801.7812000000001;6890.0062
47208.2237;7752.8813;-200.00820000000002;6889.98401
48833.1033;5772.9833;819.9915000000001;6889.94382
50055.701100000006;3584.9507000000003;1526.1096;6889.884690000001
50843.678100000005;1236.7007;2131.3628;6889.80536
51183.4991;-1152.432;2607.4009;6889.7043300000005
51092.333000000006;-3502.5106;3059.0454;6889.57988
50589.2814;-5903.6615;3330.9292;6889.43016
49701.5052;-8238.970000000001;3552.8086000000003;6889.25327
-45616.399300000005;-8704.2006;-1471.4987;6870.66527
-46249.6263;-6795.4074;-1085.0248000000001;6870.29049
-46570.8093;-4967.5767000000005;-667.0185;6869.98203
-46630.3723;-3257.2528;-270.92920000000004;6869.74265
-46492.8491;-1645.5399;105.8853;6869.5745
-46212.8522;-105.95240000000001;176.89950000000002;6869.47903
-45860.630600000004;-291.9062;-1139.4443;6869.45697
-45472.434700000005;-1733.9682;-1732.8376;6869.508350000001
-45076.3631;-3003.3582;-2147.3834;6869.63253
-44646.7539;-4262.6911;-2530.0848;6869.8281799999995
-44143.2817;-5576.9836000000005;-2866.2554;6870.09326
-43525.9721;-6965.8071;-3156.8698;6870.42515
-42738.928400000004;-8445.6286;-3424.2376000000004;6870.8205800000005
-41728.7258;-10005.443800000001;-3637.3729000000003;6871.27577
-40454.8326;-11601.0445;-3815.9753;6871.78647
-38908.7696;-13196.0166;-3975.023;6872.34801
-37083.5412;-14759.472300000001;-4120.2706;6872.95533
-34981.2423;-16254.8505;-4264.8183;6873.60306
-32615.987100000002;-17646.763300000002;-4420.9710000000005;6874.28558
-30007.3004;-18907.0297;-4598.591100000001;6874.99714
-27182.8812;-20004.9804;-4800.900900000001;6875.731890000001
-24179.8764;-20917.724000000002;-5033.5611;6876.4839
-21033.9961;-21627.0443;-5294.920700000001;6877.24734
-17787.7277;-22114.854900000002;-5575.2878;6878.016570000001
-14485.9948;-22368.6441;-5861.2636;6878.786150000001
-11181.1465;-22378.725300000002;-6132.239500000001;6879.55088
-7929.3617;-22142.9502;-6365.4233;6880.305850000001
-4793.4754;-21667.1326;-6540.682000000001;6881.046469999999
-1835.0588;-20973.3705;-6639.5838;6881.76857
890.7235000000001;-20097.8002;-6648.978300000001;6882.468350000001
3340.0121000000004;-19090.9798;-6563.6652;6883.14247
5489.243600000001;-18013.5707;-6389.3369;6883.78811
7338.4546;-16926.8872;-6136.1521;6884.4029199999995
8906.948900000001;-15887.645600000002;-5820.371700000001;6884.98503
10232.0947;-14945.3186;-5457.024;6885.53308
11364.1077;-14127.383800000001;-5059.1589;6886.04617
12346.6929;-13451.0846;-4635.8102;6886.52388
13225.089600000001;-12933.7672;-4190.8035;6886.966240000001
14050.9904;-12581.911100000001;-3727.2554;6887.37368
14874.039400000001;-12395.1617;-3243.4733;6887.74692
15740.8687;-12369.4338;-2739.8311000000003;6888.08698
16701.9078;-12496.585000000001;-2217.8361;6888.39511
17809.6704;-12754.7265;-1682.1860000000001;6888.6727
19105.4745;-13107.612000000001;-1140.7102;6888.9212099999995
20622.670400000003;-13513.585700000001;-604.2233;6889.14209
22376.1608;-13911.6242;-92.9097;6889.33679
24348.764000000003;-14243.8418;368.68690000000004;6889.50684
26510.02;-14462.841900000001;746.9402;6889.653810000001
28809.2667;-14531.219200000001;999.1729;6889.77924
31187.147500000003;-14433.210000000001;1052.1379;6889.88447
33591.9639;-14169.708400000001;762.6711;6889.97059
35981.1668;-13713.7052;-265.1651;6890.03848
38318.7068;-12522.8505;-3668.1892000000003;6890.08871
40578.661;-1486.6748;-12098.2337;6890.121520000001
42732.5804;7225.1054;-8467.063900000001;6890.13688
44739.5654;7592.082;-6285.4794;6890.13449
46552.905900000005;6645.1969;-5149.4616000000005;6890.11383
48131.678700000004;5213.921;-4332.3028;6890.074140000001
49422.625;3483.5505000000003;-3635.8265;6890.01438
50376.5927;1518.2856000000002;-3087.2645;6889.93318
50962.8168;-575.8125;-2419.8185000000003;6889.8290099999995
51155.9576;-2790.7107;-1885.462;6889.70025
50955.928700000004;-5061.2173;-1381.6455;6889.54508
-47102.6022;-6668.1216;-1412.0627000000002;6870.54266
-47188.580700000006;-5047.0564;-1006.8660000000001;6870.1777999999995
-47072.5228;-3583.5643;-579.7313;6869.880429999999
-46820.8718;-2288.6577;-168.768;6869.65314
-46504.3888;-1093.3519000000001;243.77040000000002;6869.497890000001
-46187.590800000005;122.8644;184.3813;6869.4159500000005
-45913.5812;-241.24120000000002;-910.4705;6869.4079
-45693.6057;-1204.0867;-1402.4974;6869.47361
-45541.2482;-2132.964;-1764.5787;6869.61235
-45414.720700000005;-3138.6799;-2111.8332;6869.822679999999
-45254.2244;-4280.6134;-2439.2821;6870.10251
-45002.2148;-5524.9042;-2712.1153;6870.44915
-44579.1564;-6916.3496000000005;-2946.0523000000003;6870.85944
-43916.6024;-8423.8537;-3228.4367;6871.32959
-42978.353500000005;-9998.271700000001;-3447.9395;6871.855280000001
-41732.3159;-11593.5043;-3642.3472;6872.43174
-40178.4297;-13154.5714;-3817.5772;6873.05375
-38333.5293;-14636.0166;-3972.9035000000003;6873.71576
-36228.6215;-15999.589800000002;-4106.1404;6874.41201
-33896.620200000005;-17220.9029;-4214.9479;6875.13667
-31382.045100000003;-18277.3928;-4297.9284;6875.883900000001
-28730.4327;-19162.108500000002;-4357.7499;6876.6478
-25981.481600000003;-19875.4843;-4394.645;6877.42252
-23169.731200000002;-20424.5595;-4406.4905;6878.20237
-20321.767;-20820.012600000002;-4389.7318000000005;6878.9818700000005
-17454.8021;-21069.823500000002;-4341.0377;6879.75567
-14586.3925;-21175.8519;-4262.3144;6880.51863
-11742.263;-21138.8489;-4143.8505000000005;6881.2659699999995
-8942.4096;-20967.9996;-3988.5768000000003;6881.9933200000005
-6212.148300000001;-20662.4637;-3789.1658;6882.69686
-3581.8035;-20233.0338;-3542.7315000000003;6883.37329
-1083.9323;-19697.707000000002;-3243.3862000000004;6884.01982
1257.0216;-19087.184100000002;-2896.6323;6884.6341299999995
3427.5613000000003;-18434.6446;-2502.2174;6885.2143399999995
5429.4478;-17778.1374;-2065.7341;6885.75911
7273.131200000001;-17149.4779;-1595.3100000000002;6886.2676200000005
8979.8107;-16580.156;-1097.91;6886.73965
10580.1247;-16095.344700000001;-580.2767;6887.17538
12113.676300000001;-15717.1219;-50.6426;6887.57557
13631.569300000001;-15451.978200000001;488.1129;6887.940810000001
15182.123800000001;-15296.2412;1034.8647;6888.27236
16813.5585;-15231.9143;1587.4035000000001;6888.57153
18563.9866;-15226.436800000001;2142.4882000000002;6888.83983
20454.319600000003;-15238.102700000001;2694.4822;6889.07887
22486.3996;-15219.811500000002;3233.9046000000003;6889.29027
24639.8424;-15124.7402;3748.8619000000003;6889.475640000001
26870.011300000002;-14917.652100000001;4223.1337;6889.636520000001
29116.9971;-14586.5486;4633.6827;6889.77442
31320.516900000002;-14144.8145;4940.5758000000005;6889.89075
33424.867;-13640.8853;5068.185100000001;6889.98684
35394.1523;-13176.1028;4852.294800000001;6890.06383
37217.4421;-12940.725900000001;3738.5346;6890.12261
38887.8167;-12829.661;-1159.9683;6890.16367
40435.798800000004;-1986.9248;-12081.3781;6890.18717
41862.914300000004;3630.9746;-10994.7389;6890.192980000001
43169.1658;4137.0946;-10072.766800000001;6890.18061
44360.0172;3585.6407000000004;-9504.1933;6890.14934
45411.3631;2606.5668;-9052.7504;6890.09828
46286.818900000006;1372.2685000000001;-8641.1627;6890.02631
46981.2998;-68.1092;-8103.415800000001;6889.932070000001
47417.6036;-1683.0066000000002;-7601.737700000001;6889.81409
47588.1552;-3381.1972;-7084.987700000001;6889.6707400000005
47485.827600000004;-5188.7048;-6531.8066;6889.50022
-47632.030600000006;-5215.982;101.54400000000001;6870.471060000001
-47424.76;-3824.1899000000003;221.2869;6870.1375800000005
-47109.6373;-2622.0775000000003;308.5507;6869.8723
-46753.209;-1631.136;470.2558;6869.677549999999
-46422.4695;-691.7526;542.1648;6869.55501
-46171.6632;179.13830000000002;143.4379;6869.505700000001
-46022.0933;-326.17170000000004;-456.3122;6869.52997
-45957.0221;-1080.2292;-593.4455;6869.62749
-45979.5127;-1854.5104000000001;-633.207;6869.797320000001
-46045.9083;-2758.6902;-680.1662;6870.0379
-46091.7894;-3786.8904;-668.798;6870.34703
-46034.5737;-4988.0405;-653.2247;6870.72195
-45796.1429;-6347.638400000001;-614.4447;6871.15927
-45307.509300000005;-7854.3818;-629.3951000000001;6871.65502
-44526.8197;-9431.7315;-598.8353000000001;6872.204650000001
-43426.7984;-11035.585200000001;-562.4914;6872.80306
-42009.692;-12619.6509;-517.4506;6873.44473
-40288.676;-14142.3902;-467.6026;6874.12393
-38288.034100000004;-15575.437;-414.49100000000004;6874.8348
-36032.6541;-16896.291;-351.6662;6875.57137
-33553.5216;-18086.2334;-275.88280000000003;6876.32759
-30894.0021;-19127.4408;-185.68110000000001;6877.09747
-28088.075500000003;-20021.6706;-74.67790000000001;6877.875150000001
-25167.7902;-20771.171000000002;60.511700000000005;6878.65491
-22152.088200000002;-21374.635000000002;219.1792;6879.43112
-19071.6919;-21828.2249;404.86870000000005;6880.19845
-15951.739500000001;-22131.1244;615.1503;6880.95201
-12822.437600000001;-22283.792;845.2764000000001;6881.68738
-9711.9272;-22291.7288;1092.1316000000002;6882.4006500000005
-6648.0178000000005;-22161.448500000002;1356.3500000000001;6883.088390000001
-3654.9460000000004;-21903.4363;1637.9696000000001;6883.74767
-758.1270000000001;-21530.2683;1937.6887000000002;6884.37605
2021.4073;-21059.2697;2258.9575;6884.9715
4665.4547;-20510.725000000002;2603.1823;6885.532440000001
7162.590300000001;-19908.7055;2972.5828;6886.05778
9508.9359;-19278.736800000002;3367.2976000000003;6886.5468900000005
11709.7589;-18648.110800000002;3786.8503;6886.99957
13781.771700000001;-18044.2495;4227.0193;6887.41609
15752.248800000001;-17486.6713;4681.314;6887.79709
17656.711600000002;-16987.3206;5143.544800000001;6888.1435
19534.6329;-16543.0742;5605.843;6888.456480000001
21420.5799;-16140.3981;6060.0599;6888.73741
23341.798300000002;-15753.028900000001;6496.942;6888.98782
25307.669400000002;-15344.639000000001;6911.0931;6889.20938
27311.452800000003;-14877.296100000001;7298.8921;6889.4038
29323.3915;-14316.2832;7658.1251;6889.57276
31291.935;-13644.6096;7981.7543000000005;6889.71794
33160.7201;-12869.6476;8259.8564;6889.84084
34866.7169;-12029.0977;8472.4359;6889.94282
36354.0412;-11225.520700000001;8564.9594;6890.025030000001
37593.4922;-10671.5452;8378.1379;6890.08846
38576.2869;-10958.754500000001;7220.9580000000005;6890.133900000001
39348.884000000005;-12716.5118;67.35510000000001;6890.1618100000005
39908.805400000005;-4217.403;-11723.8489;6890.17234
40304.6102;-940.052;-12252.6957;6890.16525
40568.2909;-609.9323;-12170.3554;6890.13994
40738.8373;-1003.2072000000001;-12068.787900000001;6890.0956400000005
40822.0644;-1677.3115;-11977.0291;6890.0314100000005
40848.5526;-2490.5059;-11749.657200000001;6889.94604
40798.694500000005;-3425.973;-11401.2217;6889.83817
40640.6687;-4358.9094000000005;-11117.2882;6889.70626
40410.8517;-5400.599200000001;-10714.1016;6889.548610000001
40090.272000000004;-6519.6313;-10227.8616;6889.36341
-46829.011900000005;-5080.626200000001;1756.3410000000001;6870.38317
-46787.7862;-3743.8622;1581.2018;6870.0788600000005
-46646.232;-2567.6882;1370.7519;6869.843390000001
-46462.2581;-1516.5746000000001;1096.5097;6869.67884
-46294.1511;-532.3208000000001;863.5557;6869.58663
-46189.4371;49.380300000000005;148.8666;6869.56755
-46147.6583;-737.1768000000001;74.8862;6869.621730000001
-46140.3994;-1625.0999000000002;340.6;6869.74866
-46158.232800000005;-2574.9587;669.3377;6869.947190000001
-46155.2417;-3657.4122;1019.0968;6870.215520000001
-46064.983100000005;-4847.891500000001;1377.1837;6870.55117
-45799.0238;-6165.0551000000005;1780.1497000000002;6870.95102
-45282.0638;-7714.251700000001;2045.1575;6871.41134
-44476.4818;-9297.4986;2338.1269;6871.927860000001
-43346.3467;-10913.746500000001;2597.3167000000003;6872.4958
-41891.200000000004;-12509.064400000001;2818.0786000000003;6873.10995
-40127.647000000004;-14038.9354;2994.8384;6873.76475
-38094.8458;-15466.4343;3125.8613;6874.45445
-35834.3403;-16778.9671;3216.9127000000003;6875.173140000001
-33384.961800000005;-17976.2588;3271.1211000000003;6875.91496
-30769.193600000002;-19058.3338;3291.2013;6876.67405
-28014.266;-20029.5209;3288.4993;6877.44459
-25129.4117;-20895.6487;3275.1036000000004;6878.22086
-22125.1479;-21650.0006;3257.2962;6878.997270000001
-19018.130400000002;-22283.2841;3247.0080000000003;6879.768480000001
-15825.074900000001;-22783.329100000003;3255.1094000000003;6880.5294
-12574.4414;-23136.8135;3288.2208;6881.275310000001
-9299.2381;-23337.931;3352.7026;6882.00188
-6033.4553000000005;-23387.201800000003;3452.6415;6882.70518
-2809.0215000000003;-23294.0103;3589.2405000000003;6883.381770000001
350.1005;-23072.5115;3764.3135;6884.02871
3426.6326000000004;-22737.901100000003;3978.7035;6884.64355
6410.5168;-22305.1882;4232.3571;6885.22434
9294.9429;-21785.979900000002;4526.1192;6885.76966
12074.555;-21190.0436;4859.735900000001;6886.27859
14741.923200000001;-20527.759000000002;5230.2577;6886.75072
17293.0131;-19807.6964;5636.953100000001;6887.186110000001
19724.7845;-19040.401400000002;6074.6564;6887.5852
22034.312;-18239.2288;6535.8138;6887.94876
24225.732200000002;-17415.0189;7012.021000000001;6888.2778100000005
26306.5615;-16574.4876;7495.739600000001;6888.57362
28287.113500000003;-15717.5112;7977.6497;6888.8376100000005
30175.537800000002;-14836.706400000001;8447.1728;6889.07136
31971.985500000003;-13918.906700000001;8896.863500000001;6889.27655
33667.1748;-12945.7055;9319.5838;6889.45496
35239.4202;-11904.085000000001;9709.109400000001;6889.60838
36651.6295;-10787.9752;10060.8417;6889.73854
37854.5101;-9622.0274;10370.1059;6889.84699
38804.0282;-8465.088600000001;10623.139000000001;6889.93508
39456.1455;-7455.3413;10793.7404;6890.00393
39787.7433;-6940.723300000001;10747.2642;6890.054480000001
39798.745200000005;-8062.400900000001;9740.0457;6890.0874
39517.3053;-12653.840400000001;-211.5412;6890.10308
38983.2407;-7353.9213;-10469.2624;6890.10162
38242.258200000004;-5733.179;-11681.837300000001;6890.0827
37350.623700000004;-5687.5923;-11995.1093;6890.045730000001
36386.6449;-6042.6263;-12035.1016;6889.989860000001
35376.766800000005;-6486.219300000001;-11980.0763;6889.914049999999
34375.836;-6910.4519;-11834.013;6889.81704
33397.6172;-7302.937400000001;-11648.0275;6889.697440000001
32485.055800000002;-7690.6894;-11367.718200000001;6889.55375
31644.031300000002;-8084.316400000001;-11019.023500000001;6889.38432
30876.5008;-8511.4593;-10605.0457;6889.18736
-44878.682700000005;-7291.5635;2510.3578;6870.55832
-45371.4421;-5838.136100000001;2334.9168;6870.21039
-45724.1788;-4445.8419;2074.3258;6869.92959
-45967.052800000005;-3088.2641000000003;1710.3196;6869.71849
-46115.7926;-1808.0318;1385.1011;6869.57899
-46197.8082;-426.6295;1065.3977;6869.51231
-46253.9798;-286.8807;238.60680000000002;6869.5190600000005
-46265.3379;-1490.8612;411.5294;6869.599190000001
-46194.720400000006;-2796.1980000000003;863.8419;6869.751990000001
-46023.8087;-4106.0627;1399.7146;6869.97608
-45701.337700000004;-5548.599200000001;1926.5874000000001;6870.269429999999
-45163.4977;-7115.546600000001;2405.184;6870.62922
-44354.08;-8734.9248;2884.4715;6871.05192
-43233.938;-10370.3487;3303.1974;6871.5334299999995
-41802.5005;-11972.230300000001;3659.8136;6872.069270000001
-40075.4856;-13491.0663;3941.0993000000003;6872.6547199999995
-38091.1048;-14888.526100000001;4145.7648;6873.2847
-35901.5974;-16143.1623;4275.5333;6873.95383
-33560.988000000005;-17252.5211;4337.2646;6874.6565
-31113.6153;-18232.254800000002;4341.2361;6875.38687
