# Expanded and assembled Kp and ap
# created @ 2019-01-15 17:08:01
#   Flags: Definitive, Quicklook
#
#   MJD2000 Kp  ap Flag
  -597.4375 13   5    D
  -597.3125 10   4    D
  -597.1875  7   3    D
  -597.0625 13   5    D
  -596.9375  7   3    D
  -596.8125 10   4    D
  -596.6875 13   5    D
  -596.5625  7   3    D
  -596.4375 13   5    D
  -596.3125  3   2    D
  -596.1875  7   3    D
  -596.0625 10   4    D
  -595.9375 10   4    D
  -595.8125  3   2    D
  -595.6875  3   2    D
  -595.5625  3   2    D
  -595.4375 30  15    D
  -595.3125 30  15    D
  -595.1875 23   9    D
  -595.0625 23   9    D
  -594.9375 17   6    D
  -594.8125 20   7    D
  -594.6875 10   4    D
  -594.5625 13   5    D
  -594.4375 20   7    D
  -594.3125 33  18    D
  -594.1875 40  27    D
  -594.0625 37  22    D
  -593.9375 50  48    D
  -593.8125 17   6    D
  -593.6875 10   4    D
  -593.5625 10   4    D
  -593.4375 20   7    D
  -593.3125 23   9    D
  -593.1875 13   5    D
  -593.0625 30  15    D
  -592.9375 20   7    D
  -592.8125 13   5    D
  -592.6875 13   5    D
  -592.5625 13   5    D
  -592.4375 30  15    D
  -592.3125 23   9    D
  -592.1875 30  15    D
  -592.0625 27  12    D
  -591.9375 17   6    D
  -591.8125 23   9    D
  -591.6875 13   5    D
  -591.5625 23   9    D
  -591.4375 10   4    D
  -591.3125 17   6    D
  -591.1875  3   2    D
  -591.0625  0   0    D
  -590.9375 10   4    D
  -590.8125  7   3    D
  -590.6875 13   5    D
  -590.5625 20   7    D
  -590.4375 33  18    D
  -590.3125 37  22    D
  -590.1875 43  32    D
  -590.0625 17   6    D
  -589.9375 30  15    D
  -589.8125 33  18    D
  -589.6875 30  15    D
  -589.5625 23   9    D
  -589.4375 27  12    D
  -589.3125 13   5    D
  -589.1875 30  15    D
  -589.0625 33  18    D
  -588.9375 33  18    D
  -588.8125 10   4    D
  -588.6875 10   4    D
  -588.5625 17   6    D
  -588.4375 20   7    D
  -588.3125 27  12    D
  -588.1875 10   4    D
  -588.0625 10   4    D
  -587.9375 23   9    D
  -587.8125 23   9    D
  -587.6875 27  12    D
  -587.5625 17   6    D
  -587.4375 23   9    D
  -587.3125 20   7    D
  -587.1875 30  15    D
  -587.0625 33  18    D
  -586.9375 30  15    D
  -586.8125 27  12    D
  -586.6875 37  22    D
  -586.5625 20   7    D
  -586.4375 27  12    D
  -586.3125 27  12    D
  -586.1875 23   9    D
  -586.0625 20   7    D
  -585.9375 13   5    D
  -585.8125 13   5    D
  -585.6875 30  15    D
  -585.5625 20   7    D
  -585.4375 20   7    D
  -585.3125 30  15    D
  -585.1875 27  12    D
  -585.0625 27  12    D
  -584.9375 30  15    D
  -584.8125  7   3    D
  -584.6875  7   3    D
  -584.5625  3   2    D
  -584.4375 17   6    D
  -584.3125 27  12    D
  -584.1875 30  15    D
  -584.0625 23   9    D
  -583.9375 20   7    D
  -583.8125 20   7    D
  -583.6875 10   4    D
  -583.5625 17   6    D
  -583.4375 13   5    D
  -583.3125 13   5    D
  -583.1875 10   4    D
  -583.0625 20   7    D
  -582.9375  7   3    D
  -582.8125 13   5    D
  -582.6875  7   3    D
  -582.5625  3   2    D
  -582.4375 10   4    D
  -582.3125  7   3    D
  -582.1875 17   6    D
  -582.0625 30  15    D
  -581.9375 23   9    D
  -581.8125 27  12    D
  -581.6875 20   7    D
  -581.5625 20   7    D
  -581.4375 37  22    D
  -581.3125 67 111    D
  -581.1875 33  18    D
  -581.0625 33  18    D
  -580.9375 47  39    D
  -580.8125 40  27    D
  -580.6875 37  22    D
  -580.5625 27  12    D
  -580.4375 23   9    D
  -580.3125 33  18    D
  -580.1875 17   6    D
  -580.0625 23   9    D
  -579.9375 20   7    D
  -579.8125 10   4    D
  -579.6875  7   3    D
  -579.5625 10   4    D
  -579.4375  7   3    D
  -579.3125  3   2    D
  -579.1875 17   6    D
  -579.0625 10   4    D
  -578.9375 17   6    D
  -578.8125 10   4    D
  -578.6875 10   4    D
  -578.5625  3   2    D
  -578.4375  7   3    D
  -578.3125 10   4    D
  -578.1875 13   5    D
  -578.0625 10   4    D
  -577.9375 20   7    D
  -577.8125 13   5    D
  -577.6875 10   4    D
  -577.5625 20   7    D
  -577.4375 23   9    D
  -577.3125 10   4    D
  -577.1875 17   6    D
  -577.0625 27  12    D
  -576.9375 13   5    D
  -576.8125 13   5    D
  -576.6875 20   7    D
  -576.5625 30  15    D
  -576.4375 40  27    D
  -576.3125 27  12    D
  -576.1875 33  18    D
  -576.0625 37  22    D
  -575.9375 30  15    D
  -575.8125 20   7    D
  -575.6875 17   6    D
  -575.5625 20   7    D
  -575.4375 17   6    D
  -575.3125 10   4    D
  -575.1875 13   5    D
  -575.0625 13   5    D
  -574.9375 17   6    D
  -574.8125 20   7    D
  -574.6875 17   6    D
  -574.5625 23   9    D
  -574.4375 37  22    D
  -574.3125 40  27    D
  -574.1875 30  15    D
  -574.0625 20   7    D
  -573.9375 17   6    D
  -573.8125 20   7    D
  -573.6875 13   5    D
  -573.5625 27  12    D
  -573.4375 37  22    D
  -573.3125 37  22    D
  -573.1875 40  27    D
  -573.0625 37  22    D
  -572.9375 43  32    D
  -572.8125 37  22    D
  -572.6875 33  18    D
  -572.5625 20   7    D
  -572.4375 20   7    D
  -572.3125 23   9    D
  -572.1875 23   9    D
  -572.0625 27  12    D
  -571.9375 30  15    D
  -571.8125 20   7    D
  -571.6875 20   7    D
  -571.5625 17   6    D
  -571.4375 23   9    D
  -571.3125 30  15    D
  -571.1875 27  12    D
  -571.0625 17   6    D
  -570.9375  7   3    D
  -570.8125 10   4    D
  -570.6875 27  12    D
  -570.5625 23   9    D
  -570.4375 20   7    D
  -570.3125 20   7    D
  -570.1875 30  15    D
  -570.0625 17   6    D
  -569.9375 20   7    D
  -569.8125 10   4    D
  -569.6875 23   9    D
  -569.5625 27  12    D
  -569.4375 47  39    D
  -569.3125 23   9    D
  -569.1875 27  12    D
  -569.0625 40  27    D
  -568.9375 30  15    D
  -568.8125 13   5    D
  -568.6875 13   5    D
  -568.5625 17   6    D
  -568.4375  7   3    D
  -568.3125  7   3    D
  -568.1875 13   5    D
  -568.0625  3   2    D
  -567.9375 17   6    D
  -567.8125 27  12    D
  -567.6875 23   9    D
  -567.5625 13   5    D
  -567.4375 13   5    D
  -567.3125  3   2    D
  -567.1875  7   3    D
  -567.0625 10   4    D
  -566.9375  7   3    D
  -566.8125 10   4    D
  -566.6875  3   2    D
  -566.5625  3   2    D
  -566.4375 10   4    D
  -566.3125 10   4    D
  -566.1875 27  12    D
  -566.0625 17   6    D
  -565.9375 30  15    D
  -565.8125 43  32    D
  -565.6875 27  12    D
  -565.5625 20   7    D
  -565.4375 27  12    D
  -565.3125 23   9    D
  -565.1875 13   5    D
  -565.0625 17   6    D
  -564.9375  7   3    D
  -564.8125 13   5    D
  -564.6875 13   5    D
  -564.5625 23   9    D
  -564.4375 30  15    D
  -564.3125 23   9    D
  -564.1875 10   4    D
  -564.0625 10   4    D
  -563.9375 13   5    D
  -563.8125 10   4    D
  -563.6875 10   4    D
  -563.5625 13   5    D
  -563.4375 10   4    D
  -563.3125 30  15    D
  -563.1875 13   5    D
  -563.0625 17   6    D
  -562.9375 10   4    D
  -562.8125 13   5    D
  -562.6875  7   3    D
  -562.5625  0   0    D
  -562.4375  3   2    D
  -562.3125  0   0    D
  -562.1875  0   0    D
  -562.0625  7   3    D
  -561.9375  7   3    D
  -561.8125 10   4    D
  -561.6875  7   3    D
  -561.5625 10   4    D
  -561.4375 10   4    D
  -561.3125  7   3    D
  -561.1875 10   4    D
  -561.0625 30  15    D
  -560.9375 27  12    D
  -560.8125 10   4    D
  -560.6875 30  15    D
  -560.5625 40  27    D
  -560.4375 23   9    D
  -560.3125 23   9    D
  -560.1875 23   9    D
  -560.0625 10   4    D
  -559.9375 10   4    D
  -559.8125 30  15    D
  -559.6875 27  12    D
  -559.5625 17   6    D
  -559.4375 20   7    D
  -559.3125 20   7    D
  -559.1875 33  18    D
  -559.0625 47  39    D
  -558.9375 33  18    D
  -558.8125 33  18    D
  -558.6875 33  18    D
  -558.5625 37  22    D
  -558.4375 23   9    D
  -558.3125 10   4    D
  -558.1875 27  12    D
  -558.0625 30  15    D
  -557.9375 30  15    D
  -557.8125 17   6    D
  -557.6875 13   5    D
  -557.5625 20   7    D
  -557.4375 17   6    D
  -557.3125 20   7    D
  -557.1875 33  18    D
  -557.0625 27  12    D
  -556.9375 17   6    D
  -556.8125 13   5    D
  -556.6875 17   6    D
  -556.5625 10   4    D
  -556.4375  7   3    D
  -556.3125 23   9    D
  -556.1875 27  12    D
  -556.0625 43  32    D
  -555.9375 27  12    D
  -555.8125 30  15    D
  -555.6875 20   7    D
  -555.5625 30  15    D
  -555.4375 33  18    D
  -555.3125 37  22    D
  -555.1875 30  15    D
  -555.0625 37  22    D
  -554.9375 23   9    D
  -554.8125 27  12    D
  -554.6875 17   6    D
  -554.5625 17   6    D
  -554.4375  7   3    D
  -554.3125 27  12    D
  -554.1875 27  12    D
  -554.0625 30  15    D
  -553.9375 63  94    D
  -553.8125 63  94    D
  -553.6875 50  48    D
  -553.5625 43  32    D
  -553.4375 37  22    D
  -553.3125 27  12    D
  -553.1875 40  27    D
  -553.0625 20   7    D
  -552.9375 17   6    D
  -552.8125 17   6    D
  -552.6875 10   4    D
  -552.5625 10   4    D
  -552.4375 13   5    D
  -552.3125 13   5    D
  -552.1875  7   3    D
  -552.0625  7   3    D
  -551.9375  0   0    D
  -551.8125  3   2    D
  -551.6875  7   3    D
  -551.5625 10   4    D
  -551.4375 10   4    D
  -551.3125  7   3    D
  -551.1875  7   3    D
  -551.0625  7   3    D
  -550.9375  3   2    D
  -550.8125  3   2    D
  -550.6875  7   3    D
  -550.5625 10   4    D
  -550.4375 17   6    D
  -550.3125  7   3    D
  -550.1875  3   2    D
  -550.0625  3   2    D
  -549.9375  7   3    D
  -549.8125  7   3    D
  -549.6875  3   2    D
  -549.5625  3   2    D
  -549.4375 13   5    D
  -549.3125 10   4    D
  -549.1875  3   2    D
  -549.0625  7   3    D
  -548.9375  7   3    D
  -548.8125  3   2    D
  -548.6875  3   2    D
  -548.5625 10   4    D
  -548.4375  7   3    D
  -548.3125 20   7    D
  -548.1875 23   9    D
  -548.0625 27  12    D
  -547.9375 33  18    D
  -547.8125 17   6    D
  -547.6875 23   9    D
  -547.5625 13   5    D
  -547.4375 17   6    D
  -547.3125 10   4    D
  -547.1875 13   5    D
  -547.0625 20   7    D
  -546.9375 33  18    D
  -546.8125 20   7    D
  -546.6875 10   4    D
  -546.5625 10   4    D
  -546.4375 20   7    D
  -546.3125 10   4    D
  -546.1875 23   9    D
  -546.0625 27  12    D
  -545.9375 23   9    D
  -545.8125 27  12    D
  -545.6875 23   9    D
  -545.5625 13   5    D
  -545.4375 17   6    D
  -545.3125 20   7    D
  -545.1875 33  18    D
  -545.0625 27  12    D
  -544.9375 40  27    D
  -544.8125 30  15    D
  -544.6875 20   7    D
  -544.5625 30  15    D
  -544.4375 27  12    D
  -544.3125 30  15    D
  -544.1875 40  27    D
  -544.0625 23   9    D
  -543.9375 30  15    D
  -543.8125 40  27    D
  -543.6875 37  22    D
  -543.5625 30  15    D
  -543.4375 50  48    D
  -543.3125 27  12    D
  -543.1875 17   6    D
  -543.0625 13   5    D
  -542.9375 20   7    D
  -542.8125 17   6    D
  -542.6875 13   5    D
  -542.5625 17   6    D
  -542.4375 20   7    D
  -542.3125  7   3    D
  -542.1875  3   2    D
  -542.0625  0   0    D
  -541.9375  3   2    D
  -541.8125 17   6    D
  -541.6875  7   3    D
  -541.5625  3   2    D
  -541.4375  3   2    D
  -541.3125  7   3    D
  -541.1875 10   4    D
  -541.0625  7   3    D
  -540.9375  3   2    D
  -540.8125  3   2    D
  -540.6875 13   5    D
  -540.5625 10   4    D
  -540.4375 27  12    D
  -540.3125 43  32    D
  -540.1875 43  32    D
  -540.0625 43  32    D
  -539.9375 27  12    D
  -539.8125 10   4    D
  -539.6875  3   2    D
  -539.5625  7   3    D
  -539.4375  3   2    D
  -539.3125 10   4    D
  -539.1875 10   4    D
  -539.0625 20   7    D
  -538.9375 23   9    D
  -538.8125 20   7    D
  -538.6875 17   6    D
  -538.5625 10   4    D
  -538.4375 23   9    D
  -538.3125 33  18    D
  -538.1875 40  27    D
  -538.0625 23   9    D
  -537.9375 13   5    D
  -537.8125 13   5    D
  -537.6875 30  15    D
  -537.5625 17   6    D
  -537.4375 10   4    D
  -537.3125  7   3    D
  -537.1875  7   3    D
  -537.0625 17   6    D
  -536.9375  7   3    D
  -536.8125  7   3    D
  -536.6875  3   2    D
  -536.5625  3   2    D
  -536.4375  7   3    D
  -536.3125 10   4    D
  -536.1875 23   9    D
  -536.0625 23   9    D
  -535.9375  3   2    D
  -535.8125  0   0    D
  -535.6875  3   2    D
  -535.5625  3   2    D
  -535.4375 10   4    D
  -535.3125  3   2    D
  -535.1875  7   3    D
  -535.0625  0   0    D
  -534.9375  3   2    D
  -534.8125  3   2    D
  -534.6875  3   2    D
  -534.5625  0   0    D
  -534.4375  3   2    D
  -534.3125  7   3    D
  -534.1875  3   2    D
  -534.0625 27  12    D
  -533.9375 33  18    D
  -533.8125 60  80    D
  -533.6875 43  32    D
  -533.5625 47  39    D
  -533.4375 43  32    D
  -533.3125 50  48    D
  -533.1875 40  27    D
  -533.0625 37  22    D
  -532.9375 27  12    D
  -532.8125 17   6    D
  -532.6875 27  12    D
  -532.5625 17   6    D
  -532.4375 23   9    D
  -532.3125 17   6    D
  -532.1875 10   4    D
  -532.0625  3   2    D
  -531.9375 13   5    D
  -531.8125  7   3    D
  -531.6875  3   2    D
  -531.5625 13   5    D
  -531.4375 17   6    D
  -531.3125 17   6    D
  -531.1875 13   5    D
  -531.0625 27  12    D
  -530.9375 10   4    D
  -530.8125 13   5    D
  -530.6875 20   7    D
  -530.5625 13   5    D
  -530.4375 10   4    D
  -530.3125  7   3    D
  -530.1875  3   2    D
  -530.0625 13   5    D
  -529.9375 20   7    D
  -529.8125 10   4    D
  -529.6875  7   3    D
  -529.5625  0   0    D
  -529.4375  3   2    D
  -529.3125  3   2    D
  -529.1875  7   3    D
  -529.0625 13   5    D
  -528.9375 10   4    D
  -528.8125 37  22    D
  -528.6875 33  18    D
  -528.5625 27  12    D
  -528.4375 23   9    D
  -528.3125 13   5    D
  -528.1875 17   6    D
  -528.0625 10   4    D
  -527.9375 13   5    D
  -527.8125 10   4    D
  -527.6875  7   3    D
  -527.5625 13   5    D
  -527.4375 30  15    D
  -527.3125 33  18    D
  -527.1875 20   7    D
  -527.0625 40  27    D
  -526.9375 33  18    D
  -526.8125 53  56    D
  -526.6875 50  48    D
  -526.5625 47  39    D
  -526.4375 50  48    D
  -526.3125 50  48    D
  -526.1875 40  27    D
  -526.0625 43  32    D
  -525.9375 40  27    D
  -525.8125 37  22    D
  -525.6875 33  18    D
  -525.5625 50  48    D
  -525.4375 37  22    D
  -525.3125 47  39    D
  -525.1875 40  27    D
  -525.0625 33  18    D
  -524.9375 23   9    D
  -524.8125 33  18    D
  -524.6875 33  18    D
  -524.5625 23   9    D
  -524.4375 13   5    D
  -524.3125 30  15    D
  -524.1875 17   6    D
  -524.0625 17   6    D
  -523.9375 20   7    D
  -523.8125 20   7    D
  -523.6875 10   4    D
  -523.5625 10   4    D
  -523.4375 13   5    D
  -523.3125 10   4    D
  -523.1875  3   2    D
  -523.0625  7   3    D
  -522.9375  3   2    D
  -522.8125 10   4    D
  -522.6875  3   2    D
  -522.5625 17   6    D
  -522.4375 10   4    D
  -522.3125  7   3    D
  -522.1875  7   3    D
  -522.0625 10   4    D
  -521.9375  3   2    D
  -521.8125  7   3    D
  -521.6875  3   2    D
  -521.5625  7   3    D
  -521.4375 20   7    D
  -521.3125 13   5    D
  -521.1875 20   7    D
  -521.0625 27  12    D
  -520.9375 20   7    D
  -520.8125 27  12    D
  -520.6875 20   7    D
  -520.5625 13   5    D
  -520.4375 17   6    D
  -520.3125 17   6    D
  -520.1875 10   4    D
  -520.0625 13   5    D
  -519.9375 17   6    D
  -519.8125 13   5    D
  -519.6875  3   2    D
  -519.5625 10   4    D
  -519.4375 13   5    D
  -519.3125 20   7    D
  -519.1875 27  12    D
  -519.0625 50  48    D
  -518.9375 37  22    D
  -518.8125 30  15    D
  -518.6875 47  39    D
  -518.5625 37  22    D
  -518.4375 43  32    D
  -518.3125 47  39    D
  -518.1875 50  48    D
  -518.0625 33  18    D
  -517.9375 17   6    D
  -517.8125 13   5    D
  -517.6875 23   9    D
  -517.5625 20   7    D
  -517.4375 43  32    D
  -517.3125 43  32    D
  -517.1875 57  67    D
  -517.0625 23   9    D
  -516.9375 20   7    D
  -516.8125 13   5    D
  -516.6875 13   5    D
  -516.5625 17   6    D
  -516.4375  7   3    D
  -516.3125  7   3    D
  -516.1875 23   9    D
  -516.0625 20   7    D
  -515.9375 10   4    D
  -515.8125 10   4    D
  -515.6875 13   5    D
  -515.5625 23   9    D
  -515.4375 13   5    D
  -515.3125  7   3    D
  -515.1875 13   5    D
  -515.0625 17   6    D
  -514.9375 20   7    D
  -514.8125 27  12    D
  -514.6875 13   5    D
  -514.5625 10   4    D
  -514.4375  7   3    D
  -514.3125 23   9    D
  -514.1875 27  12    D
  -514.0625 20   7    D
  -513.9375 10   4    D
  -513.8125 17   6    D
  -513.6875 13   5    D
  -513.5625 23   9    D
  -513.4375 23   9    D
  -513.3125 20   7    D
  -513.1875 17   6    D
  -513.0625 10   4    D
  -512.9375 20   7    D
  -512.8125 40  27    D
  -512.6875 60  80    D
  -512.5625 73 154    D
  -512.4375 67 111    D
  -512.3125 27  12    D
  -512.1875 40  27    D
  -512.0625 63  94    D
  -511.9375 43  32    D
  -511.8125 60  80    D
  -511.6875 33  18    D
  -511.5625 30  15    D
  -511.4375 37  22    D
  -511.3125 17   6    D
  -511.1875 27  12    D
  -511.0625 23   9    D
  -510.9375 23   9    D
  -510.8125 27  12    D
  -510.6875 20   7    D
  -510.5625 17   6    D
  -510.4375 20   7    D
  -510.3125 17   6    D
  -510.1875 13   5    D
  -510.0625  3   2    D
  -509.9375  0   0    D
  -509.8125  3   2    D
  -509.6875  3   2    D
  -509.5625  3   2    D
  -509.4375 10   4    D
  -509.3125 13   5    D
  -509.1875  7   3    D
  -509.0625  3   2    D
  -508.9375 33  18    D
  -508.8125 30  15    D
  -508.6875 33  18    D
  -508.5625 13   5    D
  -508.4375 33  18    D
  -508.3125 17   6    D
  -508.1875 37  22    D
  -508.0625 33  18    D
  -507.9375 23   9    D
  -507.8125  7   3    D
  -507.6875 10   4    D
  -507.5625 13   5    D
  -507.4375 13   5    D
  -507.3125 13   5    D
  -507.1875 13   5    D
  -507.0625 30  15    D
  -506.9375 27  12    D
  -506.8125 27  12    D
  -506.6875 17   6    D
  -506.5625  7   3    D
  -506.4375  7   3    D
  -506.3125 10   4    D
  -506.1875 10   4    D
  -506.0625 30  15    D
  -505.9375 27  12    D
  -505.8125 20   7    D
  -505.6875 20   7    D
  -505.5625 17   6    D
  -505.4375 10   4    D
  -505.3125 10   4    D
  -505.1875  3   2    D
  -505.0625  0   0    D
  -504.9375  3   2    D
  -504.8125  3   2    D
  -504.6875 17   6    D
  -504.5625 20   7    D
  -504.4375 23   9    D
  -504.3125 27  12    D
  -504.1875 23   9    D
  -504.0625  3   2    D
  -503.9375  0   0    D
  -503.8125  7   3    D
  -503.6875  0   0    D
  -503.5625 13   5    D
  -503.4375 17   6    D
  -503.3125 17   6    D
  -503.1875 23   9    D
  -503.0625 13   5    D
  -502.9375  7   3    D
  -502.8125 10   4    D
  -502.6875  3   2    D
  -502.5625  3   2    D
  -502.4375  7   3    D
  -502.3125 13   5    D
  -502.1875  3   2    D
  -502.0625  0   0    D
  -501.9375  3   2    D
  -501.8125 13   5    D
  -501.6875  7   3    D
  -501.5625  3   2    D
  -501.4375  3   2    D
  -501.3125  7   3    D
  -501.1875  3   2    D
  -501.0625  7   3    D
  -500.9375  3   2    D
  -500.8125 10   4    D
  -500.6875 20   7    D
  -500.5625  7   3    D
  -500.4375  7   3    D
  -500.3125 10   4    D
  -500.1875 13   5    D
  -500.0625 20   7    D
  -499.9375 17   6    D
  -499.8125  7   3    D
  -499.6875 13   5    D
  -499.5625  7   3    D
  -499.4375 13   5    D
  -499.3125 20   7    D
  -499.1875 30  15    D
  -499.0625 40  27    D
  -498.9375 37  22    D
  -498.8125 23   9    D
  -498.6875 23   9    D
  -498.5625 33  18    D
  -498.4375 30  15    D
  -498.3125 37  22    D
  -498.1875 40  27    D
  -498.0625 30  15    D
  -497.9375 30  15    D
  -497.8125 10   4    D
  -497.6875  7   3    D
  -497.5625  3   2    D
  -497.4375  3   2    D
  -497.3125  0   0    D
  -497.1875  0   0    D
  -497.0625 23   9    D
  -496.9375 13   5    D
  -496.8125 13   5    D
  -496.6875 30  15    D
  -496.5625 40  27    D
  -496.4375 33  18    D
  -496.3125 37  22    D
  -496.1875 43  32    D
  -496.0625 30  15    D
  -495.9375 37  22    D
  -495.8125 30  15    D
  -495.6875 40  27    D
